Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
25.3101,27.2728,16.9019,26.2107,27.4639,16.3427,25.8955,27.4365,17.5074,26.5112,26.5225,19.2872,24.0451,26.3811,16.9571,28.6521,27.5044,12.6556,28.9435,26.1654,9.0916,29.4983,25.0524,6.5113,28.3154,24.853,3.5375,27.5699,26.3479,9.4511,27.0739,25.3771,7.488,25.8234,24.1234,5.932,25.3484,26.0079,11.3941,23.8708,24.9698,10.6815,22.2768,23.9116,10.2232,22.5931,23.6452,21.2609,21.0747,24.303,20.5126,NaN,NaN,NaN,26.6903,25.5273,20.6732,24.9661,24.2345,21.1106
25.3673,27.3406,16.8965,26.2736,27.5434,16.3593,25.9435,27.518,17.5047,26.5352,26.6204,19.2673,24.1076,26.4391,16.9296,28.8227,27.6129,12.7713,29.2458,26.2111,9.2571,29.8659,25.1016,6.703,28.792,24.7687,3.7115,27.852,26.3931,9.5665,27.4219,25.3857,7.6008,26.2329,24.0936,6.0353,25.589,26.0377,11.4511,24.14,24.9595,10.7065,22.5978,23.8466,10.2389,22.6215,23.7356,21.234,21.1115,24.3975,20.4867,NaN,NaN,NaN,26.7092,25.6088,20.6384,24.9715,24.3386,21.0689
25.4219,27.4119,16.8946,26.3292,27.633,16.384,25.9898,27.606,17.5012,26.5575,26.6855,19.2423,24.1606,26.4995,16.9103,29.0184,27.7743,12.8908,29.5159,26.2909,9.4093,30.2321,25.1675,6.9182,29.2572,24.7266,3.903,28.1237,26.4387,9.6938,27.7669,25.3889,7.7372,26.6394,24.0631,6.1566,25.8226,26.0659,11.5249,24.4128,24.9479,10.7589,22.9153,23.8108,10.27,22.6525,23.8237,21.2053,21.1471,24.4854,20.4631,NaN,NaN,NaN,26.7345,25.7058,20.6026,25.0156,24.4953,21.0226
25.4697,27.4881,16.8941,26.3821,27.7253,16.4058,26.0297,27.6923,17.5003,26.5586,26.7073,19.1921,24.2071,26.5631,16.8938,29.1302,27.8767,13.0304,29.7846,26.3961,9.6049,30.6017,25.1703,7.1202,29.7167,24.6764,4.1201,28.3824,26.4935,9.8334,28.1002,25.4188,7.8897,27.0465,24.0288,6.2981,26.0384,26.1039,11.6077,24.6766,24.9504,10.8267,23.2236,23.7628,10.3246,22.6844,23.9158,21.1753,21.1793,24.564,20.4366,NaN,NaN,NaN,26.7481,25.7886,20.5769,25.0181,24.5221,20.9922
25.5076,27.56,16.8991,26.4242,27.817,16.4312,26.0609,27.7755,17.4988,26.6045,26.826,19.1746,24.2485,26.6396,16.8813,29.2613,28.0238,13.1722,30.0321,26.493,9.7755,30.9478,25.2408,7.3626,30.169,24.664,4.3591,28.6311,26.5626,9.9856,28.4243,25.4553,8.0539,27.4408,24.0139,6.4652,26.2537,26.1572,11.6938,24.9322,24.9596,10.9077,23.5301,23.7287,10.3938,22.7175,23.9998,21.1437,21.2042,24.479,20.4107,NaN,NaN,NaN,26.7667,25.8565,20.5347,25.0539,24.6616,20.992
25.5423,27.6468,16.9068,26.4607,27.9184,16.464,26.0917,27.8619,17.4989,26.6382,26.9372,19.1537,24.2834,26.7126,16.8709,29.3783,28.1675,13.3134,30.2809,26.5982,9.9746,31.2812,25.3125,7.6104,30.6032,24.654,4.6143,28.864,26.6501,10.1503,28.7399,25.5032,8.2398,27.8394,23.9884,6.6475,26.4466,26.2268,11.7992,25.1789,24.9816,10.9986,23.8259,23.7023,10.4759,22.7511,24.0901,21.1127,21.2383,24.4946,20.3983,NaN,NaN,NaN,26.7873,25.9321,20.4957,25.0451,24.699,20.9352
25.5688,27.7358,16.9173,26.4845,28.0189,16.496,26.1156,27.9553,17.4958,26.6827,27.0394,19.1176,24.3081,26.7769,16.8597,29.4787,28.3362,13.4623,30.4977,26.7447,10.1761,31.6014,25.4225,7.8761,31.032,24.6478,4.8947,29.0889,26.7407,10.3202,29.0392,25.5526,8.4292,28.2181,23.9987,6.8515,26.6314,26.3095,11.9016,25.4144,25.0156,11.0995,24.1092,23.6697,10.5719,22.7842,24.1803,21.0814,21.2594,24.5264,20.3806,NaN,NaN,NaN,26.8046,25.996,20.4582,25.0862,24.8643,20.8769
25.5874,27.8262,16.9248,26.5035,28.1202,16.5246,26.141,28.0505,17.496,26.7098,27.0968,19.0791,24.3229,26.8576,16.8504,29.5647,28.5158,13.6168,30.7099,26.8972,10.3901,31.9081,25.5509,8.1552,31.4329,24.6647,5.181,29.2974,26.8505,10.5041,29.3291,25.6219,8.634,28.5745,23.9909,7.0689,26.8034,26.4077,12.0237,25.6315,25.0586,11.2062,24.3886,23.69,10.6777,22.818,24.2554,21.0495,21.3049,24.3986,20.2579,NaN,NaN,NaN,26.8247,26.0666,20.4165,25.0783,24.8954,20.8572
25.6035,27.9254,16.9363,26.5139,28.2223,16.5585,26.1543,28.1399,17.495,26.7361,27.1739,19.0435,24.3297,26.9426,16.8359,29.6354,28.686,13.7727,30.8961,27.0439,10.5961,32.1944,25.6981,8.43,31.8288,24.7122,5.4849,29.4898,26.9679,10.6845,29.6076,25.7134,8.8507,28.9365,24.0323,7.3015,26.9603,26.4999,12.1342,25.8444,25.1177,11.3146,24.6521,23.7002,10.7856,22.8572,24.348,21.0178,21.3368,24.4272,20.2453,NaN,NaN,NaN,26.8531,26.1586,20.3872,25.1013,25.0074,20.8523
25.6122,28.026,16.9488,26.5163,28.3316,16.5887,26.1715,28.2332,17.4953,26.7596,27.2474,19.008,24.3319,27.0425,16.8251,29.6872,28.882,13.9285,31.0704,27.2073,10.8102,32.4721,25.856,8.7183,32.2076,24.784,5.7947,29.664,27.0932,10.8731,29.8615,25.8157,9.0701,29.3733,24.4844,7.4854,27.0582,26.6302,12.232,26.0377,25.1996,11.4321,24.9029,23.7082,10.9089,22.8896,24.4397,20.9909,NaN,NaN,NaN,NaN,NaN,NaN,26.8756,26.2259,20.3484,25.1267,25.0965,20.7825
25.6102,28.1298,16.9575,26.5148,28.4511,16.6229,26.1774,28.325,17.4923,26.7731,27.3269,18.9723,24.3291,27.1645,16.8324,29.7306,29.0562,14.0787,31.2263,27.3989,11.0264,32.7132,26.0261,9.0084,32.5649,24.8886,6.1079,29.8236,27.2407,11.0639,30.1002,25.9185,9.2917,29.6883,24.5149,7.7414,27.2167,26.7379,12.3627,26.2254,25.2818,11.5527,25.1491,23.7999,11.0243,22.9198,24.5205,20.9592,NaN,NaN,NaN,NaN,NaN,NaN,26.9043,26.3101,20.3104,25.1425,25.128,20.7633
25.6056,28.2447,16.9774,26.5002,28.5683,16.656,26.1808,28.4253,17.4925,26.824,27.4256,18.9547,24.3129,27.3053,16.8272,29.7524,29.2621,14.2396,31.3702,27.5874,11.2447,32.9351,26.2122,9.3018,32.8894,24.966,6.4288,29.9667,27.3961,11.2522,30.3219,26.0562,9.521,29.983,24.6177,7.9948,27.3215,26.8708,12.4669,26.4443,25.5972,11.6549,25.3721,23.8034,11.1592,22.9545,24.613,20.9265,NaN,NaN,NaN,NaN,NaN,NaN,26.9293,26.37,20.2798,25.16,25.2342,20.7118
25.5934,28.3606,16.9939,26.4825,28.6888,16.6918,26.1789,28.5335,17.4931,26.8311,27.4445,18.9053,24.3174,27.5658,16.8189,29.764,29.457,14.3942,31.484,27.7771,11.4626,33.1504,26.4127,9.6114,33.1996,25.1285,6.7496,30.0891,27.5717,11.443,30.5267,26.2029,9.7546,30.2635,24.7247,8.2619,27.4381,27.0351,12.6035,26.5989,25.7006,11.7799,25.5829,23.9128,11.2843,22.9832,24.6943,20.8938,NaN,NaN,NaN,NaN,NaN,NaN,26.9582,26.4411,20.2427,25.1952,25.3526,20.694
25.5771,28.4952,17.0149,26.4614,28.8112,16.724,26.1746,28.6411,17.4994,26.8695,27.5735,18.8794,24.3061,27.7482,16.7982,29.7643,29.6558,14.5383,31.5852,27.9889,11.6786,33.319,26.6099,9.8833,33.4763,25.2598,7.0739,30.1927,27.7295,11.6251,30.7055,26.3439,9.9818,30.5199,24.7979,8.5338,27.538,27.3391,12.7015,26.7376,25.812,11.9075,25.788,23.8467,11.4451,23.0166,24.7747,20.8605,NaN,NaN,NaN,NaN,NaN,NaN,26.9912,26.5078,20.2137,25.2103,25.4572,20.6681
25.5552,28.6179,17.0453,26.4322,28.9449,16.7568,26.1644,28.7486,17.5068,26.8949,27.6376,18.85,24.2774,27.8088,16.832,29.7505,29.8649,14.6872,31.6694,28.1846,11.8897,33.4766,26.8446,10.1814,33.7277,25.3964,7.4006,30.2813,27.9185,11.8177,30.8749,26.5069,10.2138,30.7494,24.9161,8.8093,27.6139,27.2578,12.8673,26.8677,25.9234,12.043,25.9621,24.0186,11.5687,23.0443,24.8642,20.8236,NaN,NaN,NaN,NaN,NaN,NaN,27.0288,26.5837,20.1772,25.2315,25.4413,20.594
25.5175,28.6815,17.0834,26.3989,29.0867,16.7941,26.1545,28.861,17.5143,26.9302,27.7141,18.7898,24.2532,27.7127,16.8952,29.7239,30.0924,14.8329,31.7343,28.3846,12.1025,33.6092,27.0449,10.4493,33.9526,25.5664,7.7204,30.3576,28.08,11.9959,31.0683,26.9476,10.4182,30.9593,25.0299,9.0837,27.6712,27.4896,12.9664,26.9771,26.0567,12.171,26.1277,24.0743,11.7172,23.0749,24.9477,20.7889,NaN,NaN,NaN,NaN,NaN,NaN,27.0693,26.6526,20.1436,25.2578,25.5454,20.5818
25.5125,29.0276,17.1051,26.3581,29.229,16.8351,26.1413,28.9751,17.5244,26.9597,27.7886,18.7656,NaN,NaN,NaN,29.6926,30.3089,14.967,31.7724,28.6153,12.307,33.7143,27.2687,10.7288,34.1478,25.7388,8.0336,30.4459,28.5092,12.1588,31.183,27.1303,10.6506,31.1392,25.1931,9.3451,27.7125,27.7669,13.0866,27.0719,26.183,12.3098,26.2752,24.1842,11.8684,23.103,25.0301,20.7517,NaN,NaN,NaN,NaN,NaN,NaN,27.1131,26.73,20.1079,25.2987,25.5354,20.5445
25.4849,29.1697,17.1415,26.3282,29.3048,16.886,26.1306,29.0918,17.5355,26.9914,27.8545,18.7205,NaN,NaN,NaN,29.6436,30.5459,15.1038,31.7951,28.8486,12.4968,33.7973,27.4934,10.993,34.253,25.6784,8.38,30.4773,28.7002,12.3292,31.2684,27.286,10.8761,31.2897,25.2722,9.6201,27.7365,27.9272,13.2013,27.1375,26.2732,12.4721,26.3966,24.3396,12.0079,23.1261,25.1165,20.7181,NaN,NaN,NaN,NaN,NaN,NaN,27.1498,26.7956,20.0761,25.3594,25.7541,20.5208
25.4542,29.3034,17.1796,26.2949,29.6925,16.9255,26.1174,29.2257,17.5453,27.0028,27.9733,18.6738,NaN,NaN,NaN,29.5833,30.7444,15.2329,31.8013,29.0395,12.6829,33.8735,27.7072,11.2694,34.399,25.8833,8.6824,30.4884,28.9129,12.4976,31.3367,27.4702,11.0897,31.4111,25.4341,9.8669,27.7442,28.129,13.3213,27.1979,26.4759,12.5814,26.4797,24.2464,12.2242,23.1541,25.2125,20.6825,NaN,NaN,NaN,NaN,NaN,NaN,27.1884,26.8697,20.041,25.3719,25.8139,20.5014
25.4262,29.4378,17.2155,26.2533,29.8452,16.9841,26.1066,29.3079,17.5626,27.0314,28.0023,18.6159,24.1314,28.6423,16.9452,29.5262,30.9034,15.3643,31.788,29.3023,12.8657,33.8923,27.9616,11.495,34.5155,26.0845,8.9753,30.4756,29.1008,12.6646,31.3792,27.6498,11.3048,NaN,NaN,NaN,27.7355,28.3193,13.4468,27.2253,26.6231,12.746,26.5605,24.4831,12.3683,23.1768,25.2983,20.6499,NaN,NaN,NaN,NaN,NaN,NaN,27.2286,26.9271,20.0043,25.3981,25.7804,20.4171
25.3759,29.4709,17.2431,26.2121,29.9893,17.0506,26.0908,29.3518,17.5874,27.0748,28.1348,18.6049,24.0976,28.8008,17.0212,29.4692,31.3613,15.4752,31.7752,29.6884,12.9695,33.9019,28.2019,11.7197,34.5926,26.2808,9.262,30.4529,29.334,12.8192,31.392,27.8468,11.5094,NaN,NaN,NaN,27.7143,28.5046,13.5741,27.2485,26.7987,12.864,NaN,NaN,NaN,23.2056,25.3918,20.6101,NaN,NaN,NaN,NaN,NaN,NaN,27.2688,26.9886,19.9691,25.4409,25.8786,20.4132
25.378,29.6912,17.3132,26.1705,30.1779,17.1138,26.092,29.7664,17.6042,27.1215,28.1842,18.562,24.0897,28.8407,17.0658,29.3897,31.5916,15.5968,31.7209,29.9665,13.1041,33.8873,28.449,11.9231,34.636,26.4788,9.5445,30.4076,29.5335,12.965,31.3857,28.0448,11.7112,NaN,NaN,NaN,27.6779,28.7324,13.7022,27.2461,26.9161,12.9997,NaN,NaN,NaN,23.2294,25.4686,20.5739,NaN,NaN,NaN,NaN,NaN,NaN,27.3131,27.059,19.9319,25.5295,26.0645,20.4067
25.3583,29.7751,17.4305,26.1395,30.3119,17.189,26.0913,29.9113,17.6471,27.1431,28.2403,18.5241,24.0377,28.9477,17.0926,29.3163,31.8397,15.7188,31.643,30.1735,13.2316,33.8484,28.7023,12.1092,34.6288,26.6578,9.8082,30.3383,29.7498,13.111,31.3497,28.2329,11.9056,NaN,NaN,NaN,27.6251,28.9481,13.8379,NaN,NaN,NaN,NaN,NaN,NaN,23.2609,25.5711,20.5398,NaN,NaN,NaN,NaN,NaN,NaN,27.3551,27.1194,19.8974,25.5412,26.0845,20.3584
25.352,30.0326,17.4492,26.1027,30.4823,17.2631,26.1086,30.0759,17.6779,27.1467,28.2898,18.4731,24.0591,29.1254,17.162,29.2285,32.0658,15.8407,31.5455,30.4271,13.3344,33.7951,28.9638,12.2883,34.594,26.8351,10.0624,30.2623,29.9671,13.2407,31.297,28.4535,12.0867,NaN,NaN,NaN,27.5679,29.1145,13.9699,NaN,NaN,NaN,NaN,NaN,NaN,23.2844,25.6469,20.5035,NaN,NaN,NaN,NaN,NaN,NaN,27.3947,27.1689,19.8578,25.5827,26.1169,20.3286
25.3326,30.1458,17.4906,26.0745,30.6279,17.348,26.1286,30.2784,17.7035,27.2255,28.4397,18.4603,24.05,29.1946,17.2082,29.152,32.3265,15.9635,31.4365,30.5514,13.4373,33.6728,29.1289,12.4363,34.5247,27.0213,10.3055,30.1578,30.2131,13.3712,31.2107,28.6309,12.2566,NaN,NaN,NaN,27.4865,29.254,14.1057,NaN,NaN,NaN,NaN,NaN,NaN,23.315,25.7451,20.4717,NaN,NaN,NaN,NaN,NaN,NaN,27.4398,27.2387,19.8251,25.6517,26.2551,20.2959
NaN,NaN,NaN,26.0457,30.7612,17.4301,NaN,NaN,NaN,27.2419,28.4623,18.3874,NaN,NaN,NaN,29.0608,32.5615,16.0824,31.3098,30.7995,13.494,33.5903,29.5956,12.5015,34.421,27.2027,10.5218,30.0393,30.4153,13.4803,31.1069,28.8348,12.4218,NaN,NaN,NaN,27.3943,29.329,14.2799,NaN,NaN,NaN,NaN,NaN,NaN,23.3407,25.8135,20.4332,NaN,NaN,NaN,NaN,NaN,NaN,27.4885,27.3041,19.7867,25.6878,26.19,20.2168
NaN,NaN,NaN,26.048,30.9168,17.5001,NaN,NaN,NaN,27.2903,28.53,18.3605,NaN,NaN,NaN,28.9805,32.7978,16.1958,31.1586,31.1966,13.539,33.441,29.819,12.5928,34.2932,27.3781,10.7231,29.8989,30.6704,13.5926,30.9795,29.0757,12.5601,31.3276,26.7081,11.8975,27.2808,29.3818,14.4785,NaN,NaN,NaN,NaN,NaN,NaN,23.3696,25.9142,20.3991,21.7991,26.7539,19.774,NaN,NaN,NaN,27.5384,27.3817,19.7459,25.7152,26.2552,20.1993
NaN,NaN,NaN,26.0851,31.0741,17.5833,NaN,NaN,NaN,27.32,28.6492,18.3477,NaN,NaN,NaN,28.8892,33.0484,16.3106,30.9789,31.4751,13.5697,33.2707,30.09,12.6602,34.1346,27.5619,10.8948,29.739,30.9194,13.6923,30.8275,29.2408,12.6922,31.18,26.9002,12.1181,27.1647,29.5422,14.6548,NaN,NaN,NaN,26.3938,26.0933,13.5639,23.3941,25.994,20.363,21.8221,26.4766,19.7595,NaN,NaN,NaN,27.5848,27.4382,19.7099,25.7419,26.2992,20.1666
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.3653,28.7185,18.31,NaN,NaN,NaN,28.8173,33.2829,16.4111,30.7948,31.6912,13.5909,33.0745,30.3092,12.7078,33.9559,27.7688,11.0377,29.5647,31.1595,13.7703,NaN,NaN,NaN,31.0589,27.1199,12.2992,NaN,NaN,NaN,NaN,NaN,NaN,26.2594,26.3055,13.7181,23.4197,26.0651,20.329,21.8377,26.6485,19.7314,NaN,NaN,NaN,27.6305,27.4924,19.6715,25.7929,26.3531,20.1007
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.4037,28.8214,18.2632,NaN,NaN,NaN,28.7421,33.4354,16.5395,30.5743,32.0379,13.6025,32.8501,30.5633,12.7331,33.7469,27.9657,11.1511,29.3612,31.3871,13.8405,NaN,NaN,NaN,30.8745,27.3038,12.4794,NaN,NaN,NaN,NaN,NaN,NaN,26.1244,26.5719,13.862,23.4446,26.1473,20.296,21.8701,26.8226,19.7002,NaN,NaN,NaN,27.6707,27.543,19.639,25.8504,26.5206,20.0886
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.4703,28.8916,18.2288,24.1241,29.3249,17.5693,28.6502,33.7074,16.6734,30.3258,32.2557,13.6142,32.6077,30.7432,12.7455,33.5124,28.1778,11.2378,NaN,NaN,NaN,NaN,NaN,NaN,30.6618,27.5131,12.63,26.7698,30.6444,15.0348,NaN,NaN,NaN,25.9495,26.7879,14.0183,23.4675,26.2278,20.263,21.9066,27.0121,19.6744,NaN,NaN,NaN,27.7188,27.5974,19.604,25.8955,26.5696,20.0842
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.5005,28.9766,18.1949,24.1339,29.6702,17.586,28.5803,33.9412,16.7638,NaN,NaN,NaN,32.3274,30.9046,12.7629,33.2515,28.4033,11.3005,NaN,NaN,NaN,NaN,NaN,NaN,30.4728,27.7146,12.7793,26.6193,30.9485,15.1995,NaN,NaN,NaN,25.7922,26.9966,14.1723,23.493,26.3046,20.2263,21.9423,27.2233,19.646,NaN,NaN,NaN,27.7683,27.6699,19.5721,25.9224,26.6013,20.0374
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.5471,29.024,18.1554,24.1596,29.8846,17.6129,28.4928,34.0529,16.865,NaN,NaN,NaN,NaN,NaN,NaN,32.9508,28.6333,11.3244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.4808,31.2385,15.3211,NaN,NaN,NaN,25.6615,27.2618,14.2973,23.5174,26.3855,20.1909,21.9748,27.4323,19.6157,NaN,NaN,NaN,27.8205,27.7313,19.532,26.0059,26.6228,19.9808
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.5929,29.1295,18.1349,24.1838,29.997,17.6493,28.4103,34.2789,16.956,NaN,NaN,NaN,NaN,NaN,NaN,32.62,28.8554,11.3216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.327,31.4511,15.4819,NaN,NaN,NaN,25.4883,27.4612,14.4451,23.5425,26.4679,20.1611,22.0094,27.5639,19.5909,NaN,NaN,NaN,27.8696,27.7945,19.4976,26.0202,26.7007,19.9427
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.6592,29.235,18.1072,24.187,29.9491,17.7002,28.3855,34.6214,17.0614,NaN,NaN,NaN,NaN,NaN,NaN,32.2684,29.0939,11.3004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.1669,31.7266,15.6283,NaN,NaN,NaN,NaN,NaN,NaN,23.5705,26.5349,20.1252,22.0476,27.6841,19.5682,NaN,NaN,NaN,27.9193,27.8341,19.4591,26.0562,26.7731,19.9584
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.6935,29.3,18.0747,24.2167,30.069,17.7338,28.2781,34.623,17.1443,NaN,NaN,NaN,NaN,NaN,NaN,31.897,29.3149,11.2574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.0091,31.8568,15.7917,NaN,NaN,NaN,25.1445,27.9447,14.7053,23.6005,26.6105,20.0879,22.0833,27.7729,19.5387,NaN,NaN,NaN,27.9725,27.9025,19.42,26.112,26.8793,19.8733
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.719,29.3155,18.0377,24.2196,30.1323,17.7699,28.2429,34.872,17.201,NaN,NaN,NaN,NaN,NaN,NaN,31.453,29.5193,11.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.8512,32.0827,15.9372,NaN,NaN,NaN,NaN,NaN,NaN,23.6322,26.6742,20.0471,22.1168,27.8649,19.512,20.2008,25.8187,19.373,28.0221,27.9563,19.3885,26.1379,26.924,19.8454
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.779,29.4686,18.0324,24.2548,30.2752,17.8369,28.1818,35.0242,17.253,NaN,NaN,NaN,NaN,NaN,NaN,31.0137,29.7339,11.1407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.6864,32.401,16.0687,NaN,NaN,NaN,24.7746,28.4028,14.9705,23.6638,26.7429,20.005,22.1562,27.9637,19.4913,20.1689,25.9503,19.357,28.0688,28.016,19.3539,26.1814,26.9802,19.8201
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.7974,29.4474,17.974,24.2874,30.3796,17.888,28.1303,35.1922,17.2869,NaN,NaN,NaN,NaN,NaN,NaN,30.5481,29.9745,11.0685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5291,32.6293,16.2001,NaN,NaN,NaN,NaN,NaN,NaN,23.6961,26.8128,19.9673,22.1917,28.0482,19.4643,20.1383,26.0653,19.3472,28.1207,28.0664,19.3181,26.218,27.0125,19.7955
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.8421,29.5345,17.9581,24.316,30.4576,17.9438,28.0414,35.0774,17.3908,NaN,NaN,NaN,NaN,NaN,NaN,30.0439,30.1764,10.9907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3546,32.8218,16.3624,NaN,NaN,NaN,NaN,NaN,NaN,23.7264,26.8713,19.9256,22.2308,28.1451,19.4409,20.1217,26.2438,19.3301,28.1617,28.1099,19.2901,26.2373,27.0393,19.7522
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.8857,29.5805,17.9163,24.3529,30.5851,18.02,27.9854,35.2796,17.3854,NaN,NaN,NaN,NaN,NaN,NaN,29.482,30.3394,10.9055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.7575,26.9298,19.8871,22.2708,28.2392,19.4164,20.1036,26.3698,19.3274,28.2104,28.1471,19.2527,26.2949,27.0899,19.6926
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.9505,29.6386,17.9144,24.3846,30.6907,18.059,27.9113,35.5047,17.4028,NaN,NaN,NaN,NaN,NaN,NaN,28.9063,30.5463,10.8306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.7935,26.9966,19.8434,22.3094,28.3234,19.3921,20.0925,26.5168,19.3226,28.2539,28.2018,19.2212,26.3053,27.1365,19.6637
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.0043,29.7234,17.8876,24.4175,30.7843,18.107,27.9103,35.7497,17.4253,NaN,NaN,NaN,NaN,NaN,NaN,28.3133,30.8025,10.7631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.7908,29.6974,15.4899,23.8233,27.0572,19.7984,22.3475,28.3911,19.3684,20.0723,26.6655,19.3184,28.3037,28.256,19.1915,26.3552,27.1456,19.6382
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.0375,29.7818,17.8586,24.4531,30.8899,18.1571,27.9026,35.9259,17.4236,NaN,NaN,NaN,NaN,NaN,NaN,27.6801,31.0147,10.7123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.5518,29.9737,15.5675,23.857,27.1156,19.7572,22.3925,28.46,19.3453,20.0534,26.8398,19.3135,28.3412,28.2901,19.1598,26.3965,27.2732,19.6193
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.0849,29.8343,17.8368,24.4846,30.9887,18.222,27.8915,36.0927,17.4012,NaN,NaN,NaN,NaN,NaN,NaN,27.0267,31.2546,10.6662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.2904,30.2795,15.633,23.8971,27.1714,19.7168,22.4335,28.5343,19.3209,20.052,26.9673,19.3132,28.3835,28.3374,19.1289,26.4329,27.3108,19.5633
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.1074,29.8713,17.8043,24.5178,31.0343,18.2451,27.8225,36.219,17.3789,NaN,NaN,NaN,NaN,NaN,NaN,26.3639,31.4979,10.6524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5874,34.1369,17.1717,NaN,NaN,NaN,23.0489,30.5636,15.7203,23.9325,27.2349,19.6774,22.4735,28.6178,19.2931,20.0475,27.1233,19.3098,28.4252,28.3973,19.0984,26.4513,27.3489,19.5303
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.1377,29.9416,17.7826,24.5607,31.1209,18.2807,27.8259,36.5009,17.3979,NaN,NaN,NaN,NaN,NaN,NaN,25.6824,31.7767,10.6546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5106,34.2328,17.2047,23.4359,32.8002,16.5989,22.7636,30.8138,15.8349,23.9709,27.2977,19.6365,22.5134,28.6798,19.2707,20.0286,27.2409,19.2769,28.4636,28.4433,19.0702,26.477,27.3868,19.5083
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.1898,30.0054,17.7505,24.566,31.1415,18.3021,27.6853,36.4068,17.2438,NaN,NaN,NaN,NaN,NaN,NaN,25.0037,32.0205,10.6886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.4122,34.4636,17.3261,23.2815,33.1067,16.7025,22.4856,31.1166,15.9486,24.0087,27.3392,19.5949,22.5505,28.7461,19.2377,20.0235,27.3503,19.2718,28.5096,28.5035,19.0382,26.5281,27.433,19.4381
