Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9884,5.6884,20.5706,NaN,NaN,NaN,8.1337,9.7341,19.4882,NaN,NaN,NaN,NaN,NaN,NaN,13.9338,2.7608,19.6259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8339,6.3518,17.9779,NaN,NaN,NaN,NaN,NaN,NaN,1.2935,3.6705,21.6369,0.0543,4.3731,20.508,NaN,NaN,NaN,5.6259,4.4357,22.0089,3.5832,3.7574,22.0215
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0902,5.7783,20.59,NaN,NaN,NaN,8.0719,10.0318,19.587,NaN,NaN,NaN,NaN,NaN,NaN,13.7044,3.0349,19.6373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6763,6.6519,18.0741,NaN,NaN,NaN,NaN,NaN,NaN,1.3868,3.7396,21.654,0.1432,4.478,20.5541,NaN,NaN,NaN,5.7448,4.5031,22.015,3.7123,3.8133,22.0583
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1987,5.8691,20.6079,NaN,NaN,NaN,8.0227,10.2536,19.6746,NaN,NaN,NaN,NaN,NaN,NaN,13.4555,3.3304,19.6082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5018,6.9887,18.1696,NaN,NaN,NaN,NaN,NaN,NaN,1.4761,3.8173,21.6801,0.2265,4.5978,20.5977,NaN,NaN,NaN,5.8942,4.5689,22.065,3.7911,3.835,22.0708
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.289,5.9045,20.64,NaN,NaN,NaN,7.9428,10.4893,19.7768,NaN,NaN,NaN,NaN,NaN,NaN,13.1954,3.6126,19.5404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3527,7.2602,18.2427,NaN,NaN,NaN,NaN,NaN,NaN,1.5753,3.8859,21.7035,0.314,4.6963,20.6357,NaN,NaN,NaN,5.9854,4.6226,22.0882,3.9087,3.8884,22.0956
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.416,6.0296,20.6555,3.3957,6.4428,19.3662,7.9167,10.685,19.8595,NaN,NaN,NaN,NaN,NaN,NaN,12.9232,3.8879,19.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1708,7.5802,18.3403,NaN,NaN,NaN,NaN,NaN,NaN,1.6661,3.9492,21.7239,0.4042,4.8021,20.6675,NaN,NaN,NaN,6.0897,4.6383,22.0999,4.0406,3.9102,22.1027
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.529,6.1303,20.6795,3.383,6.9053,19.4357,7.8976,10.8937,19.916,NaN,NaN,NaN,NaN,NaN,NaN,12.6159,4.2281,19.2698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9901,7.9644,18.4364,NaN,NaN,NaN,NaN,NaN,NaN,1.7617,4.0045,21.7425,0.4925,4.9059,20.6972,NaN,NaN,NaN,6.2395,4.7553,22.1098,4.1553,3.9713,22.1379
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6399,6.1998,20.7064,3.3782,7.2485,19.5034,7.8854,11.1523,19.9677,NaN,NaN,NaN,NaN,NaN,NaN,12.2636,4.3786,19.0721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8038,8.2637,18.5468,NaN,NaN,NaN,NaN,NaN,NaN,1.8567,4.0664,21.7581,0.5861,5.0095,20.7316,NaN,NaN,NaN,6.3687,4.7946,22.1476,4.2684,4.0592,22.1605
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7396,6.2598,20.7359,3.4727,7.2349,19.6738,7.8901,11.356,20.0312,NaN,NaN,NaN,NaN,NaN,NaN,11.9373,4.5516,18.846,NaN,NaN,NaN,NaN,NaN,NaN,9.0574,4.8836,18.834,5.6493,8.5405,18.6577,NaN,NaN,NaN,NaN,NaN,NaN,1.9543,4.1252,21.7817,0.6869,4.7422,20.7732,NaN,NaN,NaN,6.4793,4.803,22.1635,4.3747,4.1516,22.1824
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8405,6.3381,20.7663,3.5216,7.3795,19.8079,7.9023,11.5683,20.0546,NaN,NaN,NaN,NaN,NaN,NaN,11.5859,4.8236,18.588,NaN,NaN,NaN,NaN,NaN,NaN,8.7826,5.2249,18.7277,5.4801,8.8257,18.7492,NaN,NaN,NaN,NaN,NaN,NaN,2.0555,4.1869,21.8039,0.77,4.9753,20.8054,NaN,NaN,NaN,6.6201,4.8302,22.1742,4.5036,4.1227,22.1983
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9386,6.3947,20.8022,3.5768,7.5058,19.9424,7.904,11.699,20.0788,NaN,NaN,NaN,NaN,NaN,NaN,11.2067,5.1038,18.281,NaN,NaN,NaN,NaN,NaN,NaN,8.5329,5.4629,18.5503,5.3263,9.1119,18.8458,NaN,NaN,NaN,NaN,NaN,NaN,2.1613,4.2361,21.8216,0.8642,5.322,20.817,NaN,NaN,NaN,6.7244,4.8968,22.2298,4.6302,4.1717,22.2282
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0381,6.4611,20.8311,3.637,7.5281,20.0871,7.9237,11.7737,20.0727,NaN,NaN,NaN,NaN,NaN,NaN,10.7976,5.3233,17.9389,NaN,NaN,NaN,NaN,NaN,NaN,8.138,5.9483,18.4336,5.2049,9.3211,18.9277,NaN,NaN,NaN,NaN,NaN,NaN,2.258,4.2863,21.8413,0.9623,5.4065,20.8571,-0.9354,3.3415,20.5179,6.8701,5.1047,22.2597,4.7263,4.2445,22.2469
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.145,6.5135,20.8582,3.696,7.7359,20.2208,7.9592,12.0099,20.0287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8585,6.1511,18.2062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3644,4.3348,21.8577,1.0694,5.4906,20.8939,-0.9138,3.5086,20.551,6.9519,5.0588,22.2855,4.8459,4.2914,22.2739
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2138,6.4831,20.8901,3.7687,7.8677,20.352,7.8138,12.3403,20.1753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2259,7.9727,18.6975,NaN,NaN,NaN,2.4745,4.379,21.8762,1.1811,5.6107,20.9497,-0.8888,3.6656,20.5943,7.072,5.1132,22.3218,4.9365,4.2732,22.2971
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3103,6.6223,20.9199,3.834,7.992,20.4835,7.8226,12.4975,20.0671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9638,8.7186,18.7141,3.4542,6.5227,18.4154,2.5834,4.4174,21.9012,1.3115,5.7149,21.0212,-0.8608,3.8244,20.6391,7.1962,5.1879,22.3591,5.0644,4.329,22.3164
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.427,6.6802,20.9459,3.9119,8.1014,20.6023,7.8205,12.6714,19.9939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6756,10.5019,19.3877,3.7906,8.9269,18.804,3.2566,6.7996,18.4585,2.6911,4.4651,21.9236,1.4053,5.7915,21.0344,-0.8325,3.9818,20.6864,7.2854,5.1886,22.3424,5.1548,4.3883,22.3764
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5154,6.6519,20.9672,3.9908,8.1654,20.6924,7.8255,12.8059,19.9142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5999,10.6957,19.4734,3.6194,9.2015,18.9086,2.9406,7.197,18.5246,2.7973,4.4995,21.9455,1.5193,5.8698,21.1052,-0.8041,4.1494,20.7395,7.3891,5.2404,22.3827,5.2833,4.4569,22.4039
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6069,6.7289,20.9931,4.087,8.2563,20.7899,7.8266,12.95,19.8222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.508,10.9919,19.5499,3.4472,9.5368,19.0309,2.7171,7.5485,18.5842,2.8976,4.5364,21.9711,1.6289,5.9512,21.1714,-0.7745,4.3102,20.7986,7.4896,5.2877,22.4017,5.3976,4.4486,22.3839
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6996,6.7978,21.0128,4.1489,8.2775,20.8224,7.8289,13.0839,19.7072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4351,11.2421,19.61,3.2761,9.8651,19.1284,2.5033,7.8262,18.6548,3.0021,4.5704,21.996,1.7125,5.996,21.2267,-0.7411,4.4649,20.8617,7.5974,5.3906,22.4281,5.5195,4.544,22.4365
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8133,6.881,21.0304,4.1769,8.2397,20.8149,7.8233,13.2864,19.5855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3666,11.5083,19.6577,3.1357,10.0637,19.2133,2.2422,8.1752,18.7454,3.1137,4.6003,22.0163,1.8152,6.0532,21.2817,-0.7195,4.6366,20.9535,7.7137,5.3829,22.409,5.6295,4.5921,22.4772
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8976,6.9532,21.0569,4.336,8.3437,20.8787,7.8106,13.4051,19.4567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3176,11.7757,19.6766,2.9826,10.3751,19.296,1.9347,8.6222,18.8376,3.2187,4.645,22.0404,1.9169,6.0999,21.3387,-0.6442,4.805,21.0213,7.8274,5.4446,22.4768,5.7154,4.6115,22.4949
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9961,6.9645,21.0633,4.498,8.4853,20.9791,7.8007,13.5218,19.3017,NaN,NaN,NaN,NaN,NaN,NaN,5.2043,8.2464,13.7756,4.8042,12.9456,17.5942,NaN,NaN,NaN,NaN,NaN,NaN,4.2694,11.9805,19.6796,2.8483,10.7451,19.3644,1.726,8.9165,18.9554,3.3207,4.6839,22.0647,2.0162,6.135,21.383,-0.604,4.8898,21.0409,7.9494,5.4931,22.5023,5.8281,4.5731,22.4967
NaN,NaN,NaN,6.6316,10.0276,20.8586,NaN,NaN,NaN,8.0972,7.0195,21.0833,4.6047,8.7451,21.1503,7.7867,13.6243,19.1519,NaN,NaN,NaN,NaN,NaN,NaN,4.5839,8.4495,13.4925,4.6824,13.3241,17.5074,NaN,NaN,NaN,NaN,NaN,NaN,4.2234,12.186,19.6607,2.725,11.0203,19.4175,1.4987,9.2447,19.0561,3.4255,4.716,22.0836,2.112,6.174,21.4313,-0.5719,4.9514,21.0597,8.0099,5.4932,22.4927,5.9173,4.7033,22.5427
NaN,NaN,NaN,6.7343,10.0099,20.7356,NaN,NaN,NaN,8.1952,7.0481,21.0952,4.7184,8.817,21.18,7.7625,13.7084,18.9787,5.3108,13.9497,16.1698,5.0815,12.3376,13.9852,3.9089,8.9621,13.2195,4.6091,13.4813,17.4298,NaN,NaN,NaN,NaN,NaN,NaN,4.1904,12.3502,19.6094,2.6187,11.2773,19.4505,1.2888,9.5717,19.1736,3.5308,4.7417,22.1065,2.2026,6.2032,21.4797,-0.5047,5.1144,21.1589,8.1211,5.5761,22.5199,6.0474,4.7453,22.5788
NaN,NaN,NaN,6.8188,10.3748,20.8812,NaN,NaN,NaN,8.2931,7.0801,21.1137,4.8323,8.9161,21.202,7.7396,13.7823,18.7979,5.2258,14.1334,16.0479,4.8008,12.3909,13.829,3.2758,9.4076,13.0022,4.5492,13.7778,17.3053,NaN,NaN,NaN,NaN,NaN,NaN,4.1514,12.4972,19.5332,2.5286,11.5215,19.4544,1.0978,9.8851,19.2873,3.6338,4.7893,22.1307,2.2916,6.2206,21.5224,-0.4748,5.3008,21.3097,8.2217,5.6531,22.5442,6.1426,4.7577,22.5661
NaN,NaN,NaN,6.9161,10.2678,20.6987,NaN,NaN,NaN,8.3973,7.1394,21.1358,4.9437,8.9766,21.1859,7.711,13.8607,18.6217,5.1671,14.2821,15.9089,4.4722,12.7349,13.6271,2.6434,9.8918,12.8313,4.511,13.9306,17.1893,NaN,NaN,NaN,NaN,NaN,NaN,4.1203,12.6349,19.4377,2.4602,11.7205,19.4189,0.9249,10.1907,19.3924,3.7383,4.8229,22.1513,2.386,6.2307,21.5612,-0.3984,5.2578,21.2515,8.3195,5.6986,22.568,6.2652,4.8054,22.6221
NaN,NaN,NaN,6.9781,10.383,20.6475,NaN,NaN,NaN,8.5016,7.1815,21.1559,5.0588,9.0598,21.1798,7.6904,13.9294,18.438,5.1164,14.3878,15.7444,4.1833,12.9478,13.4417,2.0616,10.4343,12.6944,4.4631,14.0726,17.0384,3.5437,12.4654,15.853,NaN,NaN,NaN,4.0902,12.7504,19.325,2.4023,11.8743,19.348,0.7688,10.4895,19.4699,3.8449,4.8544,22.1693,2.5403,6.365,21.6436,-0.3357,5.3831,21.3512,8.4132,5.7439,22.5968,6.3631,4.8198,22.6359
NaN,NaN,NaN,7.0909,10.4554,20.5712,7.3261,9.1564,20.8992,8.6089,7.212,21.1743,5.183,9.1128,21.1457,7.6712,13.9662,18.2349,5.0722,14.4727,15.5704,3.8985,13.1754,13.2345,1.5162,10.962,12.5903,4.4187,14.2058,16.8671,3.3054,12.7425,15.6958,NaN,NaN,NaN,4.0659,12.8424,19.181,2.3516,11.9991,19.2629,0.6276,10.7755,19.5179,3.9481,4.8988,22.192,2.6455,6.3772,21.6777,-0.242,5.4782,21.4298,8.5208,5.8186,22.6136,6.4506,4.8101,22.631
6.63,9.7727,20.9962,7.1607,10.5026,20.4868,7.4388,9.4391,20.9157,8.7089,7.2555,21.1979,5.2948,9.1688,21.1032,7.6488,14.0104,18.0256,5.0295,14.5109,15.3856,3.6886,13.4518,13.0774,1.0588,11.6252,12.4704,4.3792,14.3106,16.6891,3.0879,12.9935,15.5211,1.8971,10.8895,15.2396,4.0452,12.9007,19.0198,2.2971,12.1376,19.1612,0.5415,10.9928,19.5136,4.0495,4.936,22.2154,2.7382,6.3941,21.7015,-0.1634,5.5412,21.505,8.6014,5.7967,22.6161,6.5647,4.9011,22.6847
6.7695,9.9187,21.0328,7.2566,10.5792,20.4147,7.5501,9.5819,20.9478,8.8054,7.312,21.2176,5.3939,9.1772,21.0207,7.6236,14.0282,17.7949,4.9827,14.53,15.1901,3.4634,13.6522,12.9,0.6463,12.1384,12.3553,4.3467,14.3898,16.5068,2.9071,13.226,15.3492,1.5528,11.2634,15.0281,4.0293,12.9526,18.8358,2.2454,12.2675,19.0495,0.4562,11.2129,19.4913,4.1516,4.9735,22.2324,2.6979,6.052,21.6808,-0.0825,5.541,21.5304,8.7141,5.871,22.6595,6.6429,4.9746,22.7187
6.8255,9.9742,20.9457,7.3464,10.6025,20.2952,7.6555,9.5527,20.8477,8.9126,7.363,21.2364,5.5147,9.2891,21.0137,7.6138,13.9976,17.5637,4.9326,14.5401,14.9961,3.3154,13.8561,12.727,0.3621,12.7541,12.1909,4.3148,14.4236,16.3177,2.7398,13.4312,15.1848,1.1766,11.6585,14.84,4.0054,12.9839,18.6503,2.2099,12.3765,18.9116,0.3682,11.412,19.4059,4.2548,5.0145,22.2506,2.8526,6.1345,21.7281,0.0176,5.6068,21.6111,8.8209,5.9551,22.6688,6.7565,5.0555,22.7159
6.9262,9.9211,20.8003,7.4319,10.6435,20.2031,7.7541,9.6412,20.8325,9.0099,7.4089,21.2525,5.615,9.304,20.9467,7.5987,13.9807,17.3433,4.8847,14.5285,14.7977,3.1762,14.029,12.5472,0.1148,13.1945,11.9933,4.2903,14.4401,16.1187,2.5965,13.6068,15.0194,0.8445,12.03,14.6621,3.9894,13.0221,18.4599,2.1784,12.4453,18.7555,0.3166,11.5411,19.2685,4.3616,5.0539,22.2688,2.9404,6.156,21.7594,0.1015,5.6426,21.6881,8.9416,6.0333,22.7062,6.8765,5.1179,22.7408
7.0756,9.8878,20.6681,7.5189,10.6802,20.1041,7.86,9.7012,20.7828,9.1087,7.443,21.2651,5.7203,9.3279,20.8835,7.5826,13.9409,17.1169,4.8445,14.5251,14.5976,3.0639,14.1819,12.365,-0.051,13.6184,11.754,4.2699,14.4387,15.9184,2.4722,13.7548,14.8501,0.55,12.4298,14.5012,3.9771,13.04,18.2634,2.1542,12.4968,18.5741,0.2853,11.6084,19.0806,4.4706,5.0962,22.2894,2.9453,6.0755,21.7573,0.1576,5.585,21.7095,9.0596,6.0778,22.7063,6.9502,5.1064,22.7409
7.0974,10.0188,20.6561,7.6055,10.6994,19.992,7.9535,9.7359,20.7285,9.2089,7.5009,21.2829,5.8192,9.3797,20.838,7.5611,13.8294,16.8846,4.8077,14.4997,14.3853,2.9871,14.3057,12.1748,-0.1445,14.0218,11.4932,4.2538,14.4141,15.7006,2.3706,13.8973,14.6718,0.3118,12.8291,14.3564,3.9735,13.0497,18.0456,2.1431,12.5327,18.3657,0.2682,11.636,18.8912,4.5729,5.1411,22.3123,3.037,6.0988,21.7914,0.2326,5.6001,21.7854,9.1339,6.1193,22.7464,7.0561,5.1756,22.7871
7.1977,10.051,20.58,7.687,10.7017,19.8739,8.0334,9.7664,20.671,9.2985,7.5505,21.2993,5.9298,9.4237,20.8013,7.557,13.6313,16.6569,4.7912,14.4771,14.1709,2.9474,14.3897,11.9686,-0.1847,14.4,11.2389,4.2471,14.3642,15.4747,2.296,14.0171,14.4752,0.1252,13.2052,14.2011,3.9593,13.0231,17.8241,2.1379,12.5225,18.1665,0.2594,11.6246,18.7053,4.6772,5.1894,22.3326,3.1541,6.1555,21.8315,0.3557,5.6657,21.8944,9.2344,6.1585,22.7679,7.1726,5.259,22.8082
7.2982,10.0819,20.5072,7.7632,10.7049,19.756,8.1331,9.792,20.5921,9.3944,7.5892,21.3071,6.0281,9.4564,20.7645,7.5645,13.6671,16.4226,4.7904,14.4415,13.936,2.9388,14.4555,11.7521,-0.1814,14.7433,11.0186,4.2425,14.3002,15.235,2.2526,14.1492,14.2666,0.0049,13.5763,14.0299,3.9637,12.9789,17.6075,2.1372,12.4796,17.9655,0.25,11.616,18.5231,4.7845,5.2331,22.3561,3.29,6.2288,21.8788,0.4351,5.6391,21.9457,9.333,6.2856,22.7721,7.2738,5.3128,22.815
7.386,10.1193,20.4326,7.8453,10.7037,19.6413,8.2166,9.8239,20.534,9.4807,7.6235,21.3235,6.137,9.4982,20.7157,7.5524,13.7913,16.1721,4.8071,14.3971,13.6947,2.9458,14.4991,11.5196,-0.1375,15.0323,10.811,4.2582,14.2153,14.9835,2.2418,14.2623,14.0443,-0.0342,13.8541,13.8263,3.9656,12.9134,17.3903,2.1327,12.4313,17.756,0.2365,11.5908,18.3261,4.8913,5.2798,22.3772,3.334,6.1814,21.891,0.5316,5.6176,21.9978,9.4222,6.3145,22.7885,7.3772,5.3231,22.8476
7.4809,10.1413,20.3609,7.9354,10.6822,19.522,8.3182,9.8202,20.4575,9.5747,7.669,21.3346,6.2424,9.5374,20.6785,7.5587,13.6998,15.9559,4.8388,14.321,13.4471,2.9822,14.5169,11.2838,-0.0607,15.2459,10.586,4.2888,14.1448,14.7318,2.2654,14.3134,13.8022,-0.0272,14.0731,13.6045,3.9658,12.821,17.1628,2.1316,12.3734,17.5381,0.2266,11.568,18.1227,4.9953,5.326,22.3999,3.4722,6.2732,21.9402,0.6338,5.6427,22.0772,9.501,6.3097,22.8135,7.4626,5.3813,22.8396
7.5747,10.1608,20.2892,8.0168,10.6822,19.421,8.4132,9.843,20.397,9.6664,7.7205,21.3454,6.3433,9.5757,20.6277,7.576,13.5857,15.7368,4.8892,14.2179,13.2051,3.0447,14.517,11.044,0.0312,15.3847,10.3402,4.3272,14.069,14.4807,2.3158,14.3162,13.5426,-0.0114,14.2046,13.3571,3.978,12.737,16.9377,2.1235,12.3065,17.324,0.2189,11.5451,17.9145,5.1011,5.3651,22.4167,3.6506,6.612,22.0056,0.7342,5.5403,22.0527,9.6202,6.3678,22.8357,7.5671,5.3911,22.8446
7.6657,10.1978,20.219,8.1092,10.6888,19.3289,8.5085,9.8791,20.3476,9.7588,7.7686,21.3566,6.4465,9.6076,20.5761,7.6047,13.4695,15.5392,4.9458,14.098,12.9633,3.1267,14.4948,10.7987,0.1519,15.4463,10.0676,4.3788,13.9873,14.2282,2.3884,14.2947,13.2807,0.0529,14.2509,13.0772,3.9991,12.6527,16.7168,2.14,12.2531,17.0939,0.2103,11.5193,17.6799,5.2039,5.4082,22.4324,3.7152,6.6645,22.0279,0.8605,5.5786,22.1303,9.6827,6.4769,22.8706,7.6639,5.4706,22.8938
7.7656,10.203,20.1442,8.2069,10.6863,19.2458,8.6108,9.9013,20.2961,9.8443,7.8072,21.3663,6.5476,9.6378,20.5234,7.6424,13.3417,15.3465,5.0216,13.9551,12.7303,3.2397,14.4207,10.5431,0.2951,15.4605,9.78,4.4442,13.8934,13.985,2.4759,14.2547,13.0136,0.1427,14.2535,12.7713,4.0258,12.5731,16.4981,2.1557,12.2175,16.8574,0.2057,11.5064,17.4207,5.3017,5.4593,22.4513,3.8096,6.6927,22.0501,0.9792,5.531,22.1633,9.7796,6.4938,22.8667,7.7734,5.5185,22.9154
7.8609,10.2175,20.07,8.299,10.6882,19.1697,8.7079,9.9337,20.2525,9.9291,7.8448,21.3805,6.643,9.6644,20.4763,7.6831,13.2181,15.1585,5.118,13.8088,12.4987,3.3771,14.3057,10.2926,0.4675,15.4371,9.4866,4.5302,13.8122,13.755,2.5776,14.162,12.7431,0.2499,14.2022,12.4417,4.0717,12.497,16.2816,2.1906,12.1643,16.6076,0.2202,11.4938,17.1636,5.403,5.5049,22.4712,3.8333,6.5812,22.0173,1.0557,5.5196,22.2075,9.8801,6.614,22.8793,7.8582,5.5843,22.9044
7.9614,10.2325,19.9974,8.3946,10.6692,19.0835,8.8036,9.9439,20.1947,10.0188,7.9004,21.3863,6.7489,9.6667,20.4102,7.7619,13.0616,14.9791,5.2484,13.6443,12.2774,3.5376,14.1647,10.0397,0.6707,15.3705,9.1921,4.6345,13.6999,13.5297,2.7052,14.0498,12.4709,0.3823,14.116,12.1044,4.127,12.4265,16.0771,2.2355,12.1074,16.3767,0.2577,11.4593,16.9201,5.5096,5.552,22.4958,3.931,6.6125,22.04,1.1731,5.4429,22.1837,9.9639,6.6244,22.908,7.9671,5.6283,22.9461
8.0575,10.2303,19.9253,8.4878,10.6476,18.9996,8.892,9.9428,20.1241,10.1016,7.9432,21.3963,6.8404,9.683,20.351,7.8362,12.9383,14.8189,5.3865,13.4891,12.0528,3.7246,13.9807,9.7864,0.9084,15.2606,8.8804,4.7559,13.5727,13.3044,2.8444,13.9184,12.2022,0.4992,13.9102,11.7751,4.2052,12.3541,15.8873,2.2964,12.0543,16.1736,0.3073,11.4085,16.6892,5.608,5.6012,22.5161,4.0222,6.6309,22.0556,1.2801,5.3816,22.181,10.0461,6.6587,22.8935,8.0732,5.6656,22.932
8.1492,10.2349,19.8601,8.58,10.6201,18.921,8.986,9.9323,20.055,10.1897,8.0016,21.4065,6.9304,9.6668,20.2584,7.9466,12.8007,14.6817,5.5491,13.3164,11.8437,3.9385,13.7772,9.5346,1.1681,15.0869,8.5452,4.8932,13.4343,13.0894,3.0096,13.7473,11.9387,0.6952,13.7905,11.4698,4.3013,12.2671,15.7058,2.3817,11.979,15.9728,0.3859,11.3539,16.4763,5.7023,5.6457,22.534,4.1094,6.6617,22.0694,1.3879,5.3607,22.1774,10.1304,6.7909,22.9473,8.1485,5.7746,22.9651
8.2414,10.235,19.7964,8.6781,10.588,18.8486,9.0726,9.9516,20.0156,10.2721,8.0544,21.4152,7.0329,9.6726,20.1828,8.0723,12.6661,14.5521,5.7349,13.1205,11.6482,4.1831,13.5456,9.2907,1.4493,14.8703,8.1938,5.0508,13.2802,12.887,3.1918,13.5643,11.6836,0.8859,13.4851,11.1251,4.4191,12.1899,15.5404,2.4906,11.8895,15.7731,0.488,11.2671,16.2707,5.7993,5.699,22.5571,4.2001,6.6988,22.0797,1.5033,5.3344,22.1792,10.2108,6.8564,22.9318,8.2395,5.7711,22.9605
8.3359,10.23,19.7301,8.7777,10.5687,18.7837,9.161,9.9662,19.9832,10.3538,8.1006,21.4218,7.126,9.6756,20.1251,8.2165,12.5411,14.4483,5.9401,12.915,11.4612,4.4454,13.3026,9.0613,1.7482,14.6105,7.8389,5.2263,13.1189,12.6913,3.3941,13.3575,11.4436,1.1126,13.2806,10.8626,4.5456,12.079,15.375,2.6192,11.8024,15.593,0.6106,11.1611,16.0721,5.8944,5.7609,22.581,4.2896,6.741,22.0859,1.6232,5.3027,22.1718,10.3099,6.9059,22.9729,8.3165,5.9037,22.9887
8.4301,10.2386,19.6798,8.8865,10.5474,18.7254,9.2534,9.9806,19.9511,10.4294,8.1559,21.4346,7.2225,9.6927,20.0857,8.3824,12.3895,14.3224,6.1641,12.7015,11.2907,4.7191,13.0471,8.8523,2.055,14.3331,7.519,5.4262,12.9432,12.5065,3.6153,13.1281,11.2112,1.3638,12.9855,10.607,4.6877,11.9607,15.2207,2.7528,11.6684,15.4203,0.7508,11.0647,15.8798,5.989,5.811,22.5997,4.3776,6.7725,22.0921,1.7333,5.2797,22.1597,10.372,6.9661,22.96,8.4436,6.0135,23.0293
8.5245,10.2483,19.6296,9.0016,10.5356,18.6757,9.3486,9.9889,19.9142,10.5045,8.2178,21.4478,7.3096,9.6929,20.0472,8.5655,12.2178,14.1721,6.4089,12.4804,11.1326,5.0099,12.7608,8.6554,2.3791,14.0304,7.2472,5.6459,12.7469,12.3328,3.8616,12.8937,10.9945,1.6356,12.632,10.332,4.8574,11.841,15.0643,2.9012,11.5036,15.2422,0.9086,10.9634,15.6785,6.0782,5.8656,22.6212,4.4435,6.78,22.0945,1.8508,5.2575,22.1384,10.4621,7.0029,22.9853,8.5035,6.0275,23.0337
