Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
16.678,23.051,9.8531,11.28,22.959,10.008,NaN,NaN,NaN,16.153,21.797,13.206,13.742,23.023,10.995,17.405,23.151,5.8388,16.259,22.21,2.3622,15.654,21.256,-0.29195,13.363,21.427,-2.5227,15.312,22.927,3.0356,14.041,22.549,1.2727,12.053,22.068,0.18306,13.665,23.398,5.4097,11.717,23.241,5.0188,9.6389,22.85,4.9341,11.306,20.386,14.781,7.7983,19.858,13.813,15.993,20.707,14.492,13.823,20.104,14.693,18.999,21.596,5.4317,14.884,22.332,12.381,15.545,23.379,8.8142,8.6406,21.144,11.672,9.5175,22.282,9.1093,9.8718,22.899,6.8157,11.557,22.763,2.5077,13.252,21.851,-1.0424
16.796,22.973,9.8461,11.408,22.819,9.9049,NaN,NaN,NaN,16.209,21.796,13.202,13.834,22.959,10.929,17.61,22.97,5.8493,16.551,21.955,2.362,16.013,20.945,-0.28488,13.78,21.063,-2.5769,15.578,22.686,2.9861,14.357,22.259,1.2116,12.397,21.794,0.082001,13.879,23.221,5.3274,11.949,23.034,4.898,9.8672,22.629,4.7728,11.355,20.399,14.776,7.8862,19.839,13.771,16.041,20.715,14.478,13.868,20.12,14.686,19.219,21.421,5.5084,14.957,22.302,12.35,15.684,23.267,8.7776,8.7428,21.075,11.599,9.6559,22.118,8.9956,10.063,22.681,6.6742,11.843,22.523,2.3802,13.624,21.53,-1.1098
16.912,22.897,9.8428,11.538,22.679,9.8145,NaN,NaN,NaN,16.26,21.808,13.191,13.928,22.89,10.868,17.816,22.792,5.8712,16.84,21.701,2.3777,16.371,20.634,-0.26241,14.196,20.702,-2.6088,15.858,22.413,2.9703,14.672,21.93,1.1474,12.735,21.499,-0.009094,14.094,23.035,5.2609,12.181,22.823,4.7929,10.097,22.408,4.6284,11.398,20.42,14.773,7.9739,19.819,13.727,16.088,20.725,14.467,13.913,20.142,14.68,19.435,21.23,5.5983,15.031,22.282,12.324,15.823,23.158,8.7486,8.8465,21.002,11.532,9.798,21.957,8.8918,10.258,22.454,6.544,12.129,22.285,2.27,13.995,21.209,-1.156
17.026,22.824,9.8449,11.67,22.543,9.7305,NaN,NaN,NaN,16.317,21.789,13.166,14.021,22.825,10.812,18.015,22.623,5.9045,17.126,21.453,2.4102,16.72,20.335,-0.22145,14.604,20.356,-2.6233,16.127,22.192,2.9603,14.977,21.639,1.1098,13.077,21.203,-0.078683,14.311,22.85,5.2044,12.413,22.607,4.7009,10.329,22.181,4.4973,11.441,20.455,14.768,8.0631,19.805,13.687,16.138,20.738,14.454,13.957,20.164,14.674,19.65,21.056,5.6976,15.103,22.26,12.297,15.958,23.05,8.7253,8.952,20.918,11.472,9.9446,21.799,8.7948,10.455,22.222,6.4268,12.416,22.027,2.1793,14.369,20.882,-1.184
17.14,22.752,9.8518,11.8,22.417,9.6561,NaN,NaN,NaN,16.369,21.791,13.155,14.112,22.767,10.761,18.216,22.462,5.9465,17.411,21.214,2.4609,17.065,20.027,-0.15583,15.014,19.995,-2.6114,16.398,21.958,2.971,15.287,21.366,1.1045,13.416,20.891,-0.12664,14.532,22.649,5.1649,12.63,22.397,4.6244,10.565,21.949,4.385,11.492,20.493,14.768,8.1532,19.789,13.647,16.188,20.751,14.44,14.004,20.188,14.669,19.863,20.895,5.8096,15.175,22.238,12.272,16.094,22.949,8.7103,9.0639,20.831,11.415,10.094,21.629,8.7112,10.649,22.005,6.3267,12.705,21.772,2.1103,14.738,20.557,-1.1872
17.251,22.691,9.8635,11.93,22.285,9.5932,NaN,NaN,NaN,16.429,21.797,13.14,14.203,22.708,10.711,18.414,22.303,5.9978,17.69,20.963,2.5225,17.403,19.733,-0.074482,15.418,19.637,-2.5751,16.666,21.728,2.9991,15.598,21.073,1.1089,13.758,20.58,-0.14786,14.744,22.464,5.139,12.863,22.173,4.5643,10.8,21.698,4.2909,11.537,20.508,14.757,8.2424,19.771,13.608,16.237,20.763,14.428,14.049,20.208,14.665,20.075,20.741,5.9283,15.249,22.218,12.249,16.228,22.85,8.7018,9.1782,20.744,11.361,10.248,21.47,8.6379,10.843,21.791,6.2429,12.989,21.501,2.0582,15.102,20.225,-1.1703
17.359,22.632,9.8788,12.059,22.16,9.5417,17.389425,21.299561,2.674801,16.489,21.795,13.129,14.292,22.641,10.667,18.608,22.159,6.0624,17.965,20.729,2.6033,17.74,19.435,0.027727,15.802,19.29,-2.5164,16.928,21.469,3.0377,15.903,20.793,1.1448,14.094,20.264,-0.14428,14.961,22.251,5.1254,13.102,21.93,4.5194,11.04,21.435,4.2186,11.588,20.533,14.75,8.3321,19.75,13.57,16.288,20.775,14.417,14.095,20.231,14.66,20.279,20.602,6.0561,15.322,22.195,12.227,16.359,22.755,8.6995,9.2947,20.658,11.318,10.404,21.314,8.5778,11.038,21.582,6.1747,13.275,21.222,2.0299,15.462,19.897,-1.1317
17.465,22.578,9.898,12.193,22.043,9.4985,NaN,NaN,NaN,16.547,21.802,13.116,14.379,22.584,10.631,18.798,22.016,6.1337,18.234,20.485,2.7001,18.066,19.139,0.15008,16.189,18.91,-2.4303,17.185,21.25,3.0953,16.203,20.511,1.1898,14.425,19.935,-0.11783,15.177,22.039,5.1269,13.332,21.693,4.4949,11.28,21.166,4.1653,11.636,20.574,14.742,8.4235,19.736,13.538,16.341,20.799,14.403,14.144,20.26,14.654,20.484,20.48,6.1965,15.393,22.179,12.209,16.489,22.667,8.7052,9.4135,20.577,11.286,10.558,21.163,8.5285,11.234,21.37,6.1221,13.558,20.951,2.02,15.818,19.565,-1.071
17.567,22.526,9.9223,12.322,21.928,9.4666,NaN,NaN,NaN,16.6,21.813,13.11,14.463,22.523,10.601,18.986,21.893,6.2155,18.499,20.269,2.8088,18.389,18.857,0.28841,16.565,18.561,-2.3245,17.437,21.029,3.1673,16.501,20.239,1.2632,14.739,19.596,-0.076684,15.386,21.822,5.1406,13.557,21.445,4.4843,11.515,20.897,4.1311,11.689,20.601,14.737,8.514,19.714,13.503,16.391,20.809,14.39,14.193,20.281,14.649,20.685,20.364,6.3423,15.465,22.164,12.194,16.616,22.586,8.7176,9.5326,20.501,11.259,10.711,21.021,8.4908,11.432,21.156,6.0854,13.838,20.671,2.0269,16.169,19.231,-0.99061
17.666,22.483,9.9489,12.454,21.825,9.444,NaN,NaN,NaN,16.655,21.825,13.098,14.548,22.475,10.571,19.17,21.776,6.3077,18.756,20.036,2.9341,18.708,18.574,0.44491,16.934,18.193,-2.1938,17.685,20.801,3.249,16.794,19.964,1.3519,15.073,19.306,-0.000436,15.594,21.615,5.1687,13.778,21.204,4.4912,11.752,20.621,4.119,11.744,20.618,14.73,8.6046,19.692,13.476,16.441,20.817,14.379,14.243,20.304,14.643,20.887,20.272,6.4958,15.535,22.148,12.18,16.739,22.506,8.7367,9.6487,20.425,11.232,10.861,20.876,8.4642,11.628,20.943,6.0656,14.109,20.387,2.051,16.508,18.902,-0.88556
17.763,22.448,9.9812,12.581,21.727,9.432,NaN,NaN,NaN,16.712,21.825,13.093,14.63,22.414,10.549,19.352,21.668,6.4052,19.011,19.83,3.0674,19.023,18.309,0.61641,17.296,17.832,-2.0418,17.929,20.606,3.3508,17.083,19.71,1.4659,15.383,18.98,0.081252,15.8,21.416,5.2092,13.999,20.968,4.5155,11.985,20.352,4.1236,11.801,20.657,14.718,8.695,19.668,13.451,16.493,20.84,14.366,14.295,20.337,14.638,21.078,20.192,6.6572,15.605,22.134,12.168,16.859,22.432,8.7601,9.7591,20.36,11.209,11.009,20.736,8.4495,11.822,20.741,6.0594,14.379,20.109,2.1001,16.848,18.575,-0.76005
17.857,22.416,10.013,12.706,21.626,9.4234,NaN,NaN,NaN,16.768,21.831,13.078,14.709,22.36,10.536,19.525,21.576,6.5092,19.261,19.64,3.2134,19.335,18.059,0.80659,17.591,17.212,-1.8175,18.166,20.397,3.4607,17.369,19.405,1.5951,15.7,18.678,0.18867,15.999,21.231,5.2632,14.215,20.741,4.5545,12.214,20.089,4.1519,11.856,20.67,14.704,8.785,19.646,13.43,16.547,20.858,14.354,14.347,20.366,14.633,21.269,20.131,6.825,15.675,22.123,12.161,16.975,22.364,8.789,9.8687,20.289,11.189,11.161,20.601,8.4449,12.015,20.54,6.0673,14.642,19.808,2.165,17.18,18.253,-0.61581
17.947,22.391,10.047,12.832,21.532,9.426,NaN,NaN,NaN,16.839,21.85,13.067,14.786,22.309,10.521,19.693,21.496,6.6209,19.505,19.453,3.3702,19.642,17.812,1.0095,17.949,16.876,-1.6249,18.395,20.2,3.5847,17.643,19.128,1.7296,16.001,18.334,0.30538,16.196,21.053,5.3287,14.429,20.526,4.606,12.441,19.835,4.1924,11.917,20.694,14.694,8.8733,19.616,13.411,16.601,20.867,14.341,14.401,20.389,14.627,21.451,20.079,6.9968,15.744,22.107,12.154,17.085,22.301,8.8241,9.977,20.217,11.183,11.315,20.476,8.448,12.206,20.347,6.0888,14.906,19.523,2.254,17.512,17.928,-0.45302
18.035,22.37,10.085,12.952,21.446,9.4339,NaN,NaN,NaN,16.891,21.864,13.061,14.864,22.259,10.513,19.855,21.428,6.736,19.746,19.308,3.5379,19.948,17.57,1.2241,18.304,16.523,-1.4071,18.617,20.009,3.7151,17.911,18.906,1.8758,16.302,18.021,0.4477,16.386,20.887,5.4017,14.637,20.313,4.6678,12.665,19.58,4.2481,11.981,20.721,14.685,8.9601,19.594,13.399,16.658,20.885,14.331,14.457,20.417,14.62,21.632,20.048,7.1721,15.812,22.093,12.147,17.192,22.247,8.8622,10.082,20.142,11.184,11.465,20.351,8.4622,12.396,20.157,6.1238,15.164,19.234,2.3588,17.836,17.629,-0.26822
18.117,22.356,10.123,NaN,NaN, NaN ,19.401079,19.737694,3.622499,16.951,21.869,13.042,14.937,22.21,10.513,20.01,21.376,6.8552,19.979,19.163,3.7127,20.245,17.377,1.4546,18.65,16.186,-1.1739,18.839,19.835,3.8629,18.105,18.558,2.0691,16.605,17.714,0.61374,16.569,20.712,5.4767,14.838,20.089,4.7369,12.886,19.332,4.318,12.043,20.734,14.672,9.0485,19.574,13.39,16.712,20.909,14.319,14.513,20.443,14.612,21.803,20.038,7.3533,15.878,22.083,12.144,17.293,22.199,8.9031,10.19,20.076,11.19,11.613,20.231,8.4815,12.584,19.97,6.1681,15.423,18.953,2.482,18.158,17.332,-0.068983
18.197,22.344,10.161,NaN,NaN, NaN ,NaN,NaN,NaN,17.009,21.869,13.028,15.008,22.174,10.515,20.16,21.34,6.981,20.206,19.036,3.8976,20.535,17.156,1.7035,18.994,15.87,-0.92104,19.053,19.687,4.015,18.368,18.336,2.253,16.909,17.402,0.80409,16.75,20.562,5.5633,15.039,19.894,4.8223,13.105,19.096,4.3994,12.113,20.76,14.661,9.1346,19.55,13.385,16.766,20.921,14.306,14.57,20.466,14.604,21.969,20.05,7.5353,15.945,22.074,12.142,17.39,22.159,8.9506,10.294,20.01,11.196,11.756,20.116,8.5074,12.769,19.784,6.2238,15.675,18.688,2.6167,18.475,17.048,0.14722
18.271,22.341,10.202,13.296,21.234,9.4817,NaN,NaN,NaN,17.069,21.888,13.024,15.073,22.12,10.521,20.301,21.314,7.1058,20.43,18.93,4.0893,20.822,16.973,1.9561,19.337,15.563,-0.64885,19.262,19.543,4.1772,18.625,18.145,2.4477,17.203,17.11,1.012,16.924,20.41,5.6545,15.243,19.723,4.919,13.322,18.856,4.4927,12.185,20.771,14.644,9.2185,19.531,13.384,16.824,20.94,14.294,14.63,20.496,14.596,22.126,20.072,7.7197,16.013,22.073,12.141,17.481,22.125,9.0007,10.392,19.934,11.213,11.895,20,8.5409,12.953,19.599,6.2855,15.926,18.434,2.766,18.787,16.774,0.37851
18.342,22.342,10.244,NaN,NaN, NaN ,NaN,NaN,NaN,17.137,21.896,13.012,15.137,22.078,10.529,20.436,21.303,7.2334,20.644,18.831,4.2901,21.105,16.812,2.2218,19.673,15.307,-0.36932,19.467,19.416,4.3442,18.879,17.967,2.6515,17.5,16.804,1.2428,17.098,20.289,5.7601,15.44,19.555,5.0218,13.537,18.631,4.5958,12.253,20.781,14.628,9.3016,19.515,13.386,16.881,20.96,14.283,14.692,20.521,14.588,22.277,20.118,7.9064,16.078,22.071,12.142,17.57,22.099,9.051,10.465,19.803,11.24,12.035,19.876,8.5818,13.128,19.435,6.3547,16.173,18.169,2.9378,19.094,16.521,0.62766
18.407,22.349,10.286,NaN,NaN, NaN ,NaN,NaN,NaN,17.204,21.884,12.999,15.2,22.047,10.538,20.563,21.301,7.3592,20.852,18.765,4.4899,21.386,16.684,2.4933,20.006,15.05,-0.068271,19.666,19.321,4.5227,19.129,17.806,2.8662,17.786,16.526,1.4877,17.272,20.189,5.8762,15.634,19.394,5.135,13.75,18.411,4.7094,12.323,20.796,14.613,9.3839,19.497,13.389,16.94,20.975,14.272,14.752,20.542,14.58,22.418,20.175,8.0893,16.143,22.069,12.143,17.651,22.083,9.1048,10.564,19.768,11.263,12.175,19.78,8.6247,13.304,19.268,6.4325,16.357,17.804,3.137,19.394,16.269,0.895
18.469,22.358,10.326,13.591,21.084,9.5411,NaN,NaN,NaN,17.265,21.898,12.981,15.254,22.003,10.553,20.681,21.319,7.4873,21.059,18.718,4.699,21.659,16.57,2.7749,20.336,14.794,0.24157,19.806,19.163,4.711,19.371,17.644,3.0867,18.001,16.151,1.7671,17.44,20.091,5.995,15.822,19.244,5.2548,13.954,18.185,4.837,12.399,20.819,14.601,9.4643,19.48,13.395,17,20.988,14.258,14.814,20.572,14.57,22.553,20.253,8.2705,16.207,22.069,12.145,17.727,22.074,9.159,10.659,19.729,11.285,12.314,19.676,8.6745,13.476,19.106,6.5144,16.598,17.598,3.3216,19.692,16.024,1.1799
18.526,22.374,10.367,NaN,NaN, NaN ,NaN,NaN,NaN,17.33,21.912,12.977,15.313,21.985,10.567,20.796,21.348,7.6123,21.252,18.676,4.9083,21.919,16.469,3.0624,20.67,14.592,0.56468,19.996,19.091,4.8938,19.608,17.513,3.3164,18.283,15.932,2.0314,17.601,20.003,6.1149,16.009,19.102,5.3788,14.168,17.988,4.9708,12.474,20.82,14.585,9.5426,19.471,13.4,17.06,21.011,14.246,14.878,20.597,14.562,22.677,20.338,8.4481,16.27,22.07,12.146,17.799,22.075,9.2135,10.755,19.658,11.315,12.39,19.433,8.7481,13.644,18.957,6.6035,16.833,17.42,3.5111,19.981,15.801,1.4733
18.579,22.398,10.405,NaN,NaN, NaN ,NaN,NaN,NaN,17.398,21.933,12.971,15.358,21.961,10.585,20.902,21.391,7.7344,21.428,18.641,5.1235,22.191,16.421,3.3509,20.991,14.416,0.89446,20.176,19.042,5.0732,19.841,17.374,3.5477,18.557,15.757,2.2966,17.757,19.934,6.2387,16.191,18.978,5.5102,14.377,17.774,5.1146,12.554,20.831,14.571,9.6206,19.457,13.407,17.12,21.028,14.234,14.94,20.62,14.554,22.792,20.442,8.6212,16.331,22.07,12.147,17.868,22.085,9.2677,10.849,19.629,11.344,12.519,19.326,8.809,13.816,18.793,6.7062,17.069,17.258,3.7111,20.189,15.483,1.8003
18.628,22.426,10.44,13.81,20.859,9.6103,NaN,NaN,NaN,17.465,21.925,12.957,15.407,21.949,10.598,21.003,21.447,7.8564,21.604,18.603,5.3335,22.442,16.374,3.6444,21.306,14.256,1.2303,20.354,19.015,5.2593,20.064,17.299,3.78,18.829,15.576,2.5763,17.905,19.865,6.3617,16.37,18.862,5.6446,14.565,17.563,5.2666,12.627,20.828,14.556,9.6978,19.453,13.415,17.186,21.043,14.221,15.008,20.647,14.542,22.899,20.564,8.7902,16.392,22.078,12.147,17.932,22.107,9.3213,10.952,19.532,11.38,12.648,19.221,8.8776,13.986,18.657,6.8178,17.297,17.094,3.9159,20.468,15.335,2.1077
18.674,22.46,10.475,NaN,NaN, NaN ,NaN,NaN,NaN,17.529,21.937,12.935,15.447,21.942,10.611,21.095,21.509,7.9735,21.792,18.637,5.5376,22.681,16.332,3.9408,21.614,14.113,1.5814,20.524,18.996,5.4406,20.284,17.199,4.0229,19.094,15.457,2.8514,18.044,19.801,6.4866,16.546,18.759,5.7809,14.776,17.358,5.4251,12.706,20.848,14.544,9.7734,19.449,13.425,17.248,21.062,14.206,15.075,20.669,14.529,22.996,20.696,8.953,16.452,22.09,12.145,17.988,22.134,9.3745,NaN,NaN, NaN ,12.777,19.128,8.9479,14.104,18.433,6.9465,17.521,16.962,4.1308,20.742,15.194,2.4217
18.715,22.493,10.507,NaN,NaN, NaN ,NaN,NaN,NaN,17.597,21.964,12.928,15.49,21.947,10.622,21.182,21.579,8.0879,21.965,18.643,5.7498,22.916,16.327,4.2367,21.907,13.986,1.9357,20.686,18.981,5.6254,20.498,17.161,4.2519,19.355,15.338,3.1368,18.178,19.735,6.6136,16.719,18.655,5.923,14.988,17.258,5.577,12.781,20.858,14.528,9.8485,19.445,13.432,17.312,21.073,14.192,15.142,20.687,14.518,23.085,20.837,9.1116,16.512,22.104,12.142,18.038,22.167,9.4234,NaN,NaN, NaN ,12.905,19.054,9.0262,14.271,18.32,7.0688,17.735,16.859,4.3439,21.009,15.093,2.731
18.755,22.533,10.535,NaN,NaN, NaN ,NaN,NaN,NaN,17.669,21.966,12.918,15.534,21.964,10.635,21.26,21.662,8.1974,22.13,18.676,5.9481,23.138,16.341,4.5271,22.195,13.93,2.2865,20.84,19.002,5.8034,20.703,17.097,4.4963,19.601,15.229,3.4213,18.309,19.7,6.7371,16.889,18.475,6.0764,15.174,17.057,5.7499,12.859,20.867,14.516,9.9236,19.438,13.437,17.382,21.077,14.174,15.212,20.709,14.502,23.164,20.984,9.2607,16.571,22.115,12.136,18.089,22.211,9.4696,NaN,NaN, NaN ,NaN,NaN, NaN ,14.434,18.233,7.1921,17.946,16.768,4.5664,21.265,15.017,3.0451
18.788,22.578,10.562,NaN,NaN, NaN ,NaN,NaN,NaN,17.742,21.975,12.89,15.569,21.968,10.644,21.331,21.756,8.3021,22.271,18.693,6.1451,23.342,16.361,4.8174,22.461,13.848,2.6482,20.986,19.03,5.9816,20.896,17.094,4.7269,19.842,15.192,3.6991,18.428,19.696,6.8564,16.97,18.443,6.2129,15.312,17.114,5.8939,12.935,20.869,14.503,9.9908,19.44,13.445,17.448,21.094,14.16,15.281,20.721,14.485,23.233,21.144,9.403,16.631,22.128,12.128,18.133,22.262,9.5141,NaN,NaN, NaN ,NaN,NaN, NaN ,14.593,18.153,7.3166,18.151,16.681,4.7988,21.513,14.967,3.3519
18.823,22.625,10.585,NaN,NaN, NaN ,NaN,NaN,NaN,17.804,21.984,12.876,15.603,21.994,10.653,21.395,21.854,8.4033,22.448,18.666,6.3446,23.552,16.401,5.0982,22.711,13.801,3.0073,21.122,19.078,6.1573,21.08,17.105,4.9614,20.067,15.122,3.9819,18.501,19.744,6.9709,17.118,18.423,6.3481,15.487,17.06,6.0497,13.008,20.877,14.485,10.06,19.451,13.454,17.514,21.108,14.141,15.351,20.734,14.469,23.295,21.305,9.5381,16.69,22.139,12.117,18.171,22.321,9.5555,NaN,NaN, NaN ,NaN,NaN, NaN ,14.745,18.083,7.4419,18.348,16.603,5.0289,21.746,14.922,3.6639
18.852,22.686,10.609,14.248033,20.763546,9.764798,NaN,NaN,NaN,17.874,21.99,12.853,15.635,22.024,10.66,21.44,21.968,8.5013,22.519,18.858,6.5169,23.735,16.478,5.3699,22.951,13.786,3.3615,21.248,19.133,6.3192,21.256,17.117,5.1844,20.281,15.072,4.2718,18.61,19.773,7.0859,17.258,18.407,6.4839,15.659,16.999,6.2062,13.084,20.887,14.477,10.13,19.453,13.46,17.587,21.115,14.121,15.423,20.751,14.452,23.35,21.473,9.6662,16.749,22.158,12.106,18.207,22.391,9.5962,NaN,NaN, NaN ,NaN,NaN, NaN ,14.894,18.01,7.5698,18.531,16.613,5.2491,21.965,14.918,3.9686
18.88,22.741,10.628,NaN,NaN, NaN ,NaN,NaN,NaN,17.943,22.025,12.84,15.664,22.054,10.667,21.494,22.087,8.5917,22.64,18.944,6.6857,23.908,16.578,5.6278,23.175,13.796,3.7096,21.369,19.243,6.4899,21.416,17.178,5.4059,20.482,15.098,4.5394,18.711,19.823,7.1966,17.389,18.42,6.6145,15.821,16.954,6.3535,13.161,20.903,14.463,10.196,19.462,13.465,17.66,21.123,14.104,15.496,20.758,14.434,23.4,21.652,9.7827,16.809,22.176,12.093,18.242,22.467,9.632,NaN,NaN, NaN ,NaN,NaN, NaN ,15.028,18.065,7.6714,18.706,16.583,5.4831,22.167,14.942,4.2701
18.905,22.807,10.645,NaN,NaN, NaN ,NaN,NaN,NaN,18.013,22.016,12.816,15.697,22.1,10.672,21.543,22.221,8.6746,22.75,19.06,6.8494,24.049,16.663,5.8824,23.38,13.84,4.0543,21.47,19.299,6.6373,21.568,17.244,5.6168,20.662,15.088,4.8333,18.808,19.869,7.3095,17.511,18.446,6.7432,15.969,16.968,6.4998,13.235,20.904,14.452,10.257,19.484,13.471,17.732,21.124,14.082,15.569,20.761,14.417,23.443,21.835,9.8921,16.866,22.196,12.079,18.247,22.524,9.6704,NaN,NaN, NaN ,NaN,NaN, NaN ,15.166,18.01,7.801,18.864,16.612,5.6957,22.354,14.965,4.5768
18.929,22.879,10.66,NaN,NaN, NaN ,NaN,NaN,NaN,18.085,22.038,12.791,15.74,22.121,10.681,21.586,22.356,8.7526,22.843,19.173,7.0063,24.179,16.772,6.124,23.568,13.879,4.3825,21.574,19.397,6.7899,21.705,17.326,5.8256,20.83,15.102,5.1147,18.894,19.948,7.4139,17.625,18.475,6.8705,16.108,16.974,6.6495,13.307,20.915,14.438,10.322,19.504,13.475,17.804,21.129,14.064,15.641,20.762,14.398,23.482,22.03,9.9892,16.925,22.222,12.064,18.273,22.624,9.7046,NaN,NaN, NaN ,NaN,NaN, NaN ,15.301,17.968,7.9146,NaN,NaN, NaN ,NaN,NaN, NaN 
18.952,22.953,10.674,NaN,NaN, NaN ,NaN,NaN,NaN,18.151,22.052,12.771,15.733,22.248,10.68,21.624,22.501,8.8238,22.932,19.294,7.1548,24.287,16.78,6.3705,23.734,13.944,4.6997,21.659,19.548,6.9426,21.83,17.395,6.0258,20.98,15.154,5.3772,18.973,20.023,7.5203,17.732,18.512,6.998,16.238,16.985,6.796,13.377,20.912,14.424,10.377,19.522,13.482,17.882,21.125,14.044,15.717,20.765,14.381,23.516,22.226,10.08,16.985,22.244,12.047,18.298,22.723,9.7359,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
18.972,23.027,10.684,NaN,NaN, NaN ,NaN,NaN,NaN,18.219,22.075,12.749,15.76,22.309,10.689,21.657,22.65,8.8872,23.014,19.432,7.2935,24.405,16.915,6.5828,23.888,14.052,4.9987,21.741,19.623,7.0716,21.935,17.482,6.2175,21.197,15.143,5.5742,19.047,20.119,7.6238,17.825,18.589,7.1193,16.356,17.01,6.935,13.449,20.918,14.413,10.434,19.55,13.489,17.956,21.127,14.025,15.791,20.764,14.359,23.521,22.276,10.171,17.043,22.275,12.03,18.317,22.83,9.7664,12.072158,19.448661,11.687003,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,22.821,15.134,5.4424
18.974,23.137,10.692,NaN,NaN, NaN ,NaN,NaN,NaN,18.288,22.104,12.734,15.785,22.371,10.702,21.685,22.813,8.943,23.072,19.549,7.4286,24.5,17.068,6.789,24.02,14.146,5.2863,21.805,19.744,7.2039,22.046,17.675,6.4277,21.305,15.23,5.8273,19.11,20.215,7.7243,17.908,18.672,7.2368,16.464,17.052,7.0745,13.522,20.922,14.401,10.49,19.582,13.496,18.034,21.125,14.006,15.868,20.756,14.342,23.482,22.318,10.252,17.103,22.302,12.014,18.339,22.943,9.7972,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
18.996,23.228,10.7,NaN,NaN, NaN ,NaN,NaN,NaN,18.363,22.084,12.689,15.81,22.431,10.719,21.71,22.976,8.9956,23.125,19.713,7.5406,24.588,17.239,6.9777,24.14,14.288,5.5521,21.849,19.931,7.3324,22.12,17.859,6.6036,21.388,15.317,6.0747,19.161,20.352,7.8174,17.979,18.772,7.3533,16.573,17.059,7.2091,13.59,20.936,14.39,10.542,19.618,13.499,18.112,21.122,13.985,15.943,20.748,14.324,23.593,22.902,10.259,17.16,22.329,11.997,18.354,23.057,9.8319,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.016,23.323,10.715,NaN,NaN, NaN ,NaN,NaN,NaN,18.441,22.105,12.67,15.836,22.502,10.737,21.728,23.134,9.0409,23.166,19.874,7.6416,24.653,17.414,7.1514,24.239,14.439,5.7986,21.889,20.069,7.4425,22.141,17.708,6.8046,21.476,15.436,6.3064,19.208,20.461,7.9122,18.039,18.909,7.4638,16.651,17.174,7.3435,13.659,20.935,14.377,10.589,19.667,13.507,18.189,21.123,13.967,16.019,20.732,14.304,23.621,23.108,10.294,17.219,22.358,11.98,18.372,23.17,9.8656,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,19.507343,16.882426,6.800991,23.104072,15.48099,6.236156
19.036,23.425,10.731,NaN,NaN, NaN ,NaN,NaN,NaN,18.511,22.101,12.639,15.862,22.56,10.762,21.747,23.307,9.0864,23.193,20.055,7.728,24.702,17.587,7.305,24.321,14.597,6.0374,21.911,20.256,7.5509,22.209,17.948,6.9538,21.533,15.56,6.5325,19.243,20.607,7.9957,18.086,19.03,7.5672,16.788,17.228,7.4847,13.731,20.94,14.365,10.636,19.701,13.507,18.27,21.116,13.948,16.096,20.724,14.287,23.644,23.298,10.329,17.277,22.384,11.963,18.388,23.285,9.9036,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
19.055,23.526,10.749,14.87776,21.08657,10.263449,NaN,NaN,NaN,18.581,22.13,12.62,15.89,22.62,10.787,21.76,23.491,9.1276,23.202,20.228,7.8008,24.738,17.798,7.4353,24.37,14.768,6.2573,21.928,20.442,7.648,22.27,18.273,7.0696,21.567,15.697,6.7532,19.268,20.777,8.0756,18.125,19.188,7.6671,16.846,17.365,7.6076,13.799,20.943,14.347,10.679,19.752,13.513,18.349,21.113,13.929,16.174,20.712,14.269,23.668,23.48,10.351,17.336,22.408,11.946,18.401,23.4,9.9448,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
