Le02R_X,Le02R_Y,Le02R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.2139,23.923,16.059,1.0719,25.514,15.755,6.1616,28.581,15.003,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,2.8016,26.988,14.246,1.4244,25.765,13.874,0.11249,24.026,13.812,-0.67136,22.678,17.963,-4.3623,23.572,17.553,4.0603,22.416,17.298,1.8165,22.059,17.69,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,0.016697,24.508,14.809,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.2898,23.932,16.056,1.1384,25.568,15.834,6.1616,28.706,15.017,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,2.752,27.241,14.317,1.3319,26.036,13.942,0.022592,24.319,13.825,-0.6031,22.676,17.946,-4.3011,23.614,17.573,4.1339,22.398,17.282,1.8927,22.03,17.671,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.014716,24.713,14.849,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.3524,23.929,16.051,1.2047,25.617,15.918,6.1881,28.912,15.018,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,2.6939,27.48,14.406,1.247,26.313,13.993,-0.085604,24.655,13.831,-0.52985,22.639,17.918,-4.2406,23.652,17.598,4.2078,22.375,17.267,1.9669,22.001,17.651,8.188491,28.81785,14.160242,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.047058,24.923,14.881,1.987854,25.263487,13.307016,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.4227,23.937,16.036,1.2744,25.667,16.005,6.1805,29.038,15.015,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,3.7711,28.2,12.77,NaN,NaN, NaN ,NaN,NaN, NaN ,2.6449,27.696,14.487,1.1584,26.586,14.05,-0.20546,24.957,13.841,-0.44347,22.581,17.902,-4.1777,23.682,17.623,4.2816,22.352,17.251,2.0414,21.977,17.635,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.808229,24.470054,16.509086,-1.179689,24.76045,15.863446,-0.085374,25.132,14.909,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.4739,23.915,16.027,1.3698,25.801,16.127,6.1791,29.161,15.006,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,3.6467,28.544,12.822,NaN,NaN, NaN ,NaN,NaN, NaN ,2.6269,27.956,14.562,1.0771,26.757,14.119,-0.33503,25.283,13.844,-0.38726,22.569,17.87,-4.1163,23.705,17.648,4.3564,22.334,17.236,2.1135,21.949,17.616,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.13293,25.348,14.928,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.5476,23.888,16.013,1.4296,25.797,16.192,6.1734,29.268,14.983,4.4103,28.978,11.913,NaN,NaN, NaN ,NaN,NaN, NaN ,3.549,29.003,12.904,NaN,NaN, NaN ,NaN,NaN, NaN ,2.5858,28.174,14.638,0.99421,27.118,14.165,-0.47401,25.614,13.865,-0.3046,22.526,17.851,-4.0571,23.726,17.679,4.4289,22.308,17.221,2.1867,21.917,17.598,NaN,NaN, NaN ,NaN,NaN, NaN ,3.561361,27.499928,16.026083,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.19462,25.576,14.937,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.6065,23.873,15.994,1.5377,25.797,16.215,6.1635,29.38,14.949,4.2335,29.309,11.916,NaN,NaN, NaN ,NaN,NaN, NaN ,3.3994,29.118,12.946,NaN,NaN, NaN ,NaN,NaN, NaN ,2.5503,28.36,14.709,0.90847,27.357,14.232,-0.61756,25.939,13.892,-0.23609,22.486,17.83,-3.9986,23.728,17.706,4.501,22.28,17.205,2.2586,21.889,17.581,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.27315,25.824,14.938,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,-0.24642,26.538763,16.461679,NaN,NaN,NaN,4.6667,23.864,15.989,1.618,25.84,16.284,6.1507,29.502,14.916,4.0887,29.661,11.951,4.3327,27.695,10.1,NaN,NaN, NaN ,3.2918,29.325,12.995,2.684,27.87,11.788,NaN,NaN, NaN ,2.519,28.538,14.771,0.83852,27.616,14.313,-0.76578,26.279,13.933,-0.17259,22.466,17.812,-3.9404,23.731,17.738,4.5714,22.259,17.19,2.3311,21.857,17.563,7.895933,29.835901,13.60846,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.3705,26.074,14.937,NaN,NaN, NaN ,2.952724,26.184673,10.951361
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.7575,23.855,15.973,1.7027,25.865,16.342,6.1436,29.628,14.881,4.023,29.839,12.01,4.0135,28.208,9.9654,2.7175,25.773,9.5141,3.2279,29.634,13.046,2.4861,28.194,11.762,NaN,NaN, NaN ,2.4887,28.699,14.821,0.76705,27.864,14.391,-0.91707,26.621,13.996,-0.11072,22.431,17.785,-3.8838,23.726,17.768,4.6423,22.237,17.175,2.4029,21.826,17.545,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.793841,25.082692,16.932918,-1.30781,25.767939,15.993963,-0.47979,26.333,14.943,0.84951,27.156,12.802,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.8167,23.837,15.952,1.7865,25.89,16.393,6.128,29.739,14.83,3.8887,30.215,12.037,3.7131,28.7,9.8282,2.3051,26.284,9.1684,3.1723,29.857,13.106,2.304,28.519,11.745,1.2441,26.539,11.306,2.4631,28.853,14.861,0.69425,28.106,14.465,-1.0599,26.963,14.077,-0.04781,22.396,17.761,-3.8032,23.674,17.793,4.7114,22.213,17.161,2.4743,21.794,17.527,NaN,NaN, NaN ,NaN,NaN, NaN ,3.845893,27.69175,16.141646,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.59417,26.588,14.961,0.64133,27.493,12.788,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.8514,23.785,15.94,1.8735,25.909,16.434,6.1116,29.856,14.789,3.7888,30.486,12.064,3.4302,29.169,9.7203,1.8703,26.858,8.8479,3.1249,30.123,13.171,2.1253,28.857,11.732,NaN,NaN, NaN ,2.4339,29.003,14.888,0.62668,28.327,14.531,-1.1914,27.273,14.171,0.021293,22.363,17.741,-3.763,23.684,17.826,4.7802,22.19,17.146,2.5429,21.761,17.508,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.69667,26.833,14.999,0.46129,27.755,12.801,1.966768,27.206853,10.238072
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,4.9438,23.732,15.893,1.9595,25.925,16.462,6.0948,29.972,14.735,3.7074,30.73,12.081,3.1668,29.613,9.6308,1.4331,27.477,8.5736,3.0745,30.34,13.201,1.9971,29.106,11.722,0.68978,27.267,11.111,2.4041,29.148,14.902,0.56607,28.542,14.594,-1.3033,27.556,14.278,0.089743,22.321,17.717,-3.716,23.674,17.857,4.8469,22.166,17.132,2.613,21.727,17.49,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.79143,27.085,15.073,0.27915,28.092,12.82,1.625949,27.772509,10.005195
NaN,NaN, NaN ,0.155911,26.647875,17.176998,NaN,NaN,NaN,5.0025,23.751,15.907,2.0476,25.937,16.477,6.0772,30.069,14.677,3.6459,30.97,12.08,2.9567,29.809,9.5899,0.99719,28.097,8.3564,3.0196,30.538,13.208,1.8276,29.434,11.7,0.42868,27.685,11.03,2.373,29.291,14.905,0.50868,28.742,14.651,-1.4047,27.814,14.389,0.15791,22.292,17.687,-3.6617,23.645,17.885,4.9136,22.139,17.116,2.6811,21.697,17.471,7.606096,30.297405,13.085389,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-0.89144,27.329,15.182,0.11498,28.413,12.851,NaN,NaN, NaN 
NaN,NaN, NaN ,0.220339,26.757256,17.302402,NaN,NaN,NaN,5.0806,23.744,15.886,2.13,25.945,16.48,6.0608,30.15,14.605,3.5972,31.177,12.07,2.7314,30.283,9.532,0.56961,28.424,8.2376,2.98,30.674,13.189,1.6804,29.751,11.677,0.1766,28.109,10.957,2.343,29.424,14.9,0.45814,28.926,14.696,-1.49,28.042,14.498,0.23472,22.233,17.672,-3.6029,23.606,17.91,4.9782,22.115,17.1,2.7493,21.664,17.451,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.567634,25.321788,17.275216,-1.552424,26.554064,16.39286,-0.98506,27.559,15.326,-0.03419,28.722,12.879,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,5.1274,23.671,15.871,2.2101,25.953,16.472,6.0305,30.238,14.532,3.5622,31.372,12.034,2.5283,30.723,9.4849,0.17113,29.091,8.1454,2.9277,30.858,13.151,1.5431,30.07,11.65,-0.063596,28.537,10.896,2.3095,29.549,14.884,0.40908,29.091,14.733,-1.5556,28.251,14.595,0.28902,22.221,17.648,-3.5437,23.564,17.934,5.0437,22.093,17.085,2.8163,21.639,17.433,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.0687,27.795,15.503,-0.16452,29.014,12.905,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,3.121999,31.494681,12.645713,5.182,23.601,15.814,2.2881,25.94,16.434,6.0028,30.318,14.447,3.5345,31.513,11.99,2.351,31.108,9.4513,-0.19896,29.77,8.1175,2.913,30.985,13.103,1.4115,30.392,11.619,-0.29724,28.963,10.849,2.2761,29.663,14.863,0.36507,29.234,14.757,-1.6115,28.422,14.68,0.36302,22.194,17.622,-3.4822,23.515,17.952,5.1078,22.071,17.068,2.8825,21.611,17.411,NaN,NaN, NaN ,NaN,NaN, NaN ,4.125119,27.953366,15.961626,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.1468,28.018,15.71,-0.28203,29.29,12.916,0.262062,29.727894,9.602112
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,5.2626,23.647,15.834,2.3517,25.916,16.389,5.9701,30.382,14.356,3.4998,31.65,11.93,2.1906,31.47,9.4172,-0.53291,30.436,8.1434,2.89,31.098,13.029,1.2905,30.699,11.587,-0.51772,29.396,10.814,2.2409,29.771,14.832,0.32251,29.363,14.771,-1.6615,28.575,14.758,0.4263,22.143,17.6,-3.4211,23.469,17.969,5.1704,22.045,17.05,2.9494,21.58,17.392,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.2098,28.261,15.986,-0.38704,29.55,12.919,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,5.3326,23.625,15.827,2.4238,25.918,16.349,5.9299,30.486,14.292,3.4749,31.802,11.858,2.0491,31.809,9.3801,-0.82683,31.07,8.2171,2.8629,31.213,12.948,1.1759,30.995,11.552,-0.72225,29.825,10.793,2.2055,29.858,14.788,0.27928,29.479,14.779,-1.7103,28.715,14.834,0.5028,22.087,17.585,-3.3588,23.413,17.984,5.2362,22.026,17.032,3.0165,21.552,17.368,7.385584,30.899717,12.774189,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.233,28.504,16.262,-0.48784,29.798,12.913,-0.240043,30.560822,9.597064
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,5.4013,23.603,15.805,2.4858,25.88,16.273,5.9059,30.556,14.187,3.4371,31.941,11.783,1.9319,32.113,9.3474,-1.0571,31.685,8.323,2.8198,31.372,12.863,1.0756,31.272,11.519,-0.91261,30.242,10.785,2.1715,29.936,14.738,0.24015,29.576,14.779,-1.7624,28.873,14.905,0.56167,22.067,17.557,-3.2944,23.351,17.993,5.3033,21.997,17.01,3.0837,21.528,17.348,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-2.239162,25.493732,17.639457,-1.407671,27.141013,17.317532,-1.2227,28.683,16.445,-0.58653,30.043,12.903,-0.496379,31.076472,9.64434
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,5.476,23.58,15.788,2.55,25.867,16.216,5.8735,30.618,14.077,3.392,32.03,11.68,1.8291,32.396,9.313,-1.2333,32.265,8.4326,2.7852,31.509,12.775,0.988,31.536,11.487,-1.0856,30.663,10.79,2.1382,30.001,14.681,0.19741,29.67,14.77,-1.7989,29.031,14.965,0.62995,22.03,17.535,-3.2315,23.288,17.996,5.368,21.974,16.989,3.1523,21.499,17.325,NaN,NaN, NaN ,NaN,NaN, NaN ,4.217063,28.100749,15.656752,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.2024,28.782,16.511,-0.68447,30.271,12.899,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,5.5385,23.561,15.776,2.6118,25.851,16.156,5.8403,30.64,13.941,3.3457,32.111,11.588,1.7413,32.657,9.2778,-1.3219,32.733,8.5056,2.7428,31.658,12.691,0.91011,31.779,11.456,-1.2411,31.074,10.81,2.1062,30.065,14.616,0.17131,29.766,14.749,-1.837,29.174,14.98,0.69568,21.991,17.506,-3.1678,23.22,17.997,5.4357,21.95,16.966,3.2207,21.475,17.302,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.1839,28.756,16.467,-0.77734,30.49,12.903,-0.800364,32.060993,9.727894
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,5.5963,23.52,15.741,2.6739,25.833,16.1,5.8015,30.663,13.797,3.2921,32.178,11.493,1.6697,32.893,9.2398,-1.4119,33.265,8.5725,2.7043,31.764,12.605,0.83291,32.005,11.43,-1.3711,31.451,10.839,2.0765,30.126,14.542,0.14595,29.849,14.711,-1.8725,29.25,14.956,0.77208,21.964,17.489,-3.1053,23.162,17.995,5.5002,21.931,16.944,3.29,21.449,17.28,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.1774,28.672,16.369,-0.85919,30.714,12.92,NaN,NaN, NaN 
NaN,NaN, NaN ,0.613686,26.685606,16.899015,NaN,NaN,NaN,5.6555,23.477,15.725,2.7337,25.817,16.052,5.7657,30.665,13.638,3.2348,32.237,11.391,1.6111,33.099,9.1982,-1.452,33.702,8.5718,2.6661,31.842,12.511,0.75775,32.191,11.41,-1.4771,31.795,10.881,2.048,30.167,14.45,0.1162,29.912,14.648,-1.9024,29.31,14.906,0.83817,21.913,17.459,-3.0441,23.099,17.991,5.5701,21.909,16.92,3.3593,21.423,17.256,7.140689,30.744026,11.89399,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.1656,28.593,16.243,-0.93373,30.941,12.931,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN,NaN,5.7156,23.486,15.718,2.7928,25.796,16.002,5.7284,30.658,13.469,3.1829,32.289,11.284,1.556,33.275,9.1486,-1.4783,34.057,8.552,2.6305,31.895,12.403,0.7209,32.344,11.383,-1.5598,32.122,10.922,2.0202,30.193,14.339,0.089295,29.96,14.565,-1.9329,29.368,14.843,0.90083,21.882,17.435,-2.9803,23.027,17.979,5.6367,21.887,16.895,3.4298,21.396,17.232,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.145666,27.140513,17.376244,-1.1586,28.545,16.109,-0.99602,31.148,12.941,-1.006413,33.217821,9.828356
5.5292,27.284,15.008,NaN,NaN, NaN ,NaN,NaN,NaN,5.7727,23.444,15.682,2.8496,25.766,15.957,5.6886,30.639,13.296,3.1434,32.35,11.173,1.5057,33.412,9.0881,-1.4957,34.33,8.541,2.5964,31.943,12.285,0.69639,32.488,11.333,-1.6143,32.409,10.939,1.9918,30.199,14.211,0.067722,29.993,14.46,-1.9684,29.424,14.77,0.97098,21.853,17.408,-2.9158,22.96,17.97,5.7051,21.87,16.873,3.4976,21.37,17.207,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.1634,28.516,15.98,-1.0406,31.333,12.951,NaN,NaN, NaN 
5.5388,27.153,14.836,NaN,NaN, NaN ,NaN,NaN,NaN,5.8419,23.422,15.668,2.9077,25.741,15.915,5.6485,30.592,13.118,3.1119,32.402,11.05,1.458,33.524,9.0165,-1.503,34.542,8.5454,2.57,31.986,12.162,0.68733,32.612,11.264,-1.6537,32.656,10.938,1.9635,30.197,14.072,0.041846,30.015,14.348,-1.9972,29.464,14.687,1.0435,21.817,17.386,-2.8528,22.891,17.958,5.7726,21.848,16.849,3.5699,21.342,17.183,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.1872,28.518,15.867,-1.0745,31.495,12.943,NaN,NaN, NaN 
5.5549,27.085,14.705,NaN,NaN, NaN ,NaN,NaN,NaN,5.9198,23.41,15.631,2.967,25.734,15.88,5.6105,30.535,12.927,3.0859,32.445,10.918,1.4173,33.621,8.9344,-1.5135,34.7,8.5493,2.548,32.008,12.025,0.67832,32.725,11.184,-1.6787,32.851,10.927,1.9379,30.18,13.925,0.018503,30.031,14.229,-2.0243,29.504,14.593,1.1164,21.799,17.364,-2.7916,22.83,17.946,5.8394,21.832,16.826,3.638,21.314,17.157,NaN,NaN, NaN ,NaN,NaN, NaN ,4.3442,28.008,14.933,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.2108,28.515,15.752,-1.0965,31.634,12.901,NaN,NaN, NaN 
5.5811,27.05,14.592,NaN,NaN, NaN ,NaN,NaN,NaN,5.9793,23.408,15.617,3.0252,25.703,15.842,5.5725,30.487,12.74,3.0635,32.448,10.771,1.3873,33.709,8.845,-1.5249,34.804,8.534,2.526,32.036,11.88,0.67177,32.809,11.092,-1.6902,32.992,10.9,1.9157,30.165,13.775,-0.002129,30.043,14.102,-2.0543,29.556,14.495,1.1839,21.771,17.337,-2.7273,22.759,17.922,5.9066,21.816,16.802,3.7078,21.288,17.133,6.772606,30.442015,10.770565,NaN,NaN, NaN ,4.3792,27.918,14.773,NaN,NaN, NaN ,NaN,NaN, NaN ,-1.2311,28.519,15.639,-1.1107,31.726,12.827,NaN,NaN, NaN 
5.6078,27.003,14.473,0.830432,26.610496,16.497295,2.749389,32.485847,11.268402,6.0322,23.37,15.584,3.084,25.679,15.803,5.5389,30.404,12.549,3.0395,32.416,10.618,1.3693,33.763,8.7405,-1.5335,34.86,8.4924,2.5134,32.016,11.731,0.66742,32.867,10.989,-1.6953,33.099,10.856,1.8985,30.147,13.624,-0.020609,30.06,13.976,-2.0743,29.604,14.396,1.2543,21.729,17.318,-2.6684,22.703,17.904,5.9718,21.8,16.78,3.7745,21.262,17.107,NaN,NaN, NaN ,4.511326,24.362868,15.670512,4.4046,27.879,14.659,-1.748572,25.035731,17.740147,NaN,NaN, NaN ,-1.2494,28.51,15.517,-1.1193,31.768,12.723,-1.086752,34.032284,9.70557
5.6368,26.943,14.355,NaN,NaN, NaN ,NaN,NaN,NaN,6.0867,23.331,15.571,3.1449,25.665,15.764,5.5099,30.328,12.355,3.014,32.375,10.454,1.3535,33.789,8.6196,-1.5346,34.9,8.4318,2.5056,31.988,11.576,0.66124,32.892,10.877,-1.6953,33.18,10.79,1.8862,30.125,13.477,-0.034559,30.069,13.851,-2.0902,29.637,14.291,1.326,21.674,17.292,-2.6083,22.636,17.87,6.0374,21.785,16.758,3.8426,21.239,17.083,NaN,NaN, NaN ,NaN,NaN, NaN ,4.427,27.825,14.538,NaN,NaN, NaN ,-1.0811,26.838,16.62,-1.2641,28.498,15.395,-1.1216,31.777,12.591,NaN,NaN, NaN 
5.6697,26.899,14.251,NaN,NaN, NaN ,2.7154,32.344295,10.91944,6.1261,23.3,15.535,3.2031,25.646,15.724,5.4945,30.248,12.159,2.991,32.305,10.281,1.3382,33.772,8.4834,-1.5297,34.951,8.3478,2.4961,31.945,11.416,0.65858,32.882,10.744,-1.6904,33.227,10.692,1.8813,30.093,13.336,-0.036934,30.06,13.725,-2.0953,29.666,14.187,1.395,21.669,17.266,-2.5501,22.583,17.84,6.1002,21.765,16.737,3.9097,21.213,17.058,NaN,NaN, NaN ,NaN,NaN, NaN ,4.4579,27.78,14.423,NaN,NaN, NaN ,-1.0774,26.802,16.466,-1.2759,28.483,15.267,-1.1146,31.768,12.46,NaN,NaN, NaN 
5.7042,26.847,14.148,NaN,NaN, NaN ,NaN,NaN,NaN,6.1983,23.279,15.519,3.2636,25.63,15.682,5.4816,30.155,11.976,2.9763,32.222,10.101,1.3186,33.707,8.3256,-1.5151,34.996,8.2408,2.4887,31.883,11.244,0.6584,32.835,10.592,-1.6819,33.227,10.568,1.8846,30.048,13.198,-0.032916,30.04,13.607,-2.0912,29.681,14.09,1.4585,21.633,17.244,-2.49,22.52,17.799,6.1643,21.747,16.717,3.9766,21.191,17.035,NaN,NaN, NaN ,4.679698,24.324921,15.563903,4.4883,27.733,14.308,NaN,NaN, NaN ,-1.0837,26.764,16.298,-1.2779,28.458,15.129,-1.1058,31.738,12.324,NaN,NaN, NaN 
5.743,26.794,14.047,0.96784,26.572388,16.29608,2.711446,32.284552,10.641914,6.2555,23.267,15.507,3.3238,25.604,15.636,5.4694,30.017,11.777,2.9721,32.116,9.917,1.3005,33.612,8.1521,-1.4906,35.026,8.1115,2.4851,31.782,11.063,0.6572,32.762,10.424,-1.6787,33.19,10.422,1.8922,29.997,13.062,-0.015334,30.005,13.488,-2.0775,29.671,13.995,1.5218,21.597,17.222,-2.4319,22.462,17.755,6.2275,21.735,16.698,4.0415,21.166,17.011,6.481248,29.722588,9.764699,NaN,NaN, NaN ,4.5205,27.677,14.192,NaN,NaN, NaN ,-1.0917,26.714,16.121,-1.2721,28.425,14.981,-1.0995,31.707,12.192,NaN,NaN, NaN 
5.7833,26.733,13.941,0.991417,26.499072,16.180736,NaN,NaN,NaN,6.312,23.252,15.484,3.3843,25.587,15.585,5.465,29.917,11.597,2.961,31.98,9.7128,1.2825,33.465,7.9523,-1.4642,35.019,7.9477,2.4851,31.679,10.885,0.65805,32.66,10.243,-1.6714,33.117,10.255,1.9075,29.931,12.924,0.003844,29.956,13.368,-2.0543,29.656,13.906,1.5868,21.559,17.196,-2.3802,22.408,17.709,6.2882,21.716,16.678,4.1074,21.145,16.99,NaN,NaN, NaN ,NaN,NaN, NaN ,4.5551,27.624,14.078,-1.608,24.54,16.864,-1.0849,26.638,15.947,-1.2523,28.396,14.849,-1.0907,31.659,12.062,-1.022066,34.187275,9.142383
5.8289,26.667,13.836,NaN,NaN, NaN ,2.788629,31.902568,10.183149,6.3861,23.213,15.457,3.446,25.567,15.533,5.4686,29.8,11.423,2.9539,31.831,9.5111,1.2711,33.29,7.7423,-1.4385,34.956,7.748,2.4898,31.551,10.695,0.66215,32.531,10.049,-1.664,33.016,10.077,1.9286,29.858,12.783,0.032186,29.889,13.251,-2.0227,29.617,13.817,1.654,21.534,17.174,-2.3214,22.354,17.655,6.3499,21.7,16.662,4.1716,21.122,16.968,NaN,NaN, NaN ,NaN,NaN, NaN ,4.5943,27.566,13.965,-1.5675,24.442,16.739,-1.0631,26.547,15.776,-1.2237,28.328,14.713,-1.074,31.58,11.924,NaN,NaN, NaN 
5.8745,26.598,13.729,NaN,NaN, NaN ,2.71219,31.887763,9.990684,6.4262,23.16,15.418,3.5042,25.546,15.473,5.4839,29.684,11.247,2.9555,31.647,9.3025,1.2682,33.083,7.5187,-1.4138,34.817,7.5108,2.5018,31.409,10.499,0.66829,32.376,9.8426,-1.6543,32.875,9.8768,1.9593,29.766,12.639,0.064389,29.823,13.131,-1.9798,29.571,13.725,1.7184,21.503,17.149,-2.268,22.301,17.599,6.4102,21.688,16.645,4.2355,21.1,16.948,NaN,NaN, NaN ,4.926077,24.209822,15.46328,4.6349,27.505,13.851,-1.5162,24.357,16.639,-1.0291,26.46,15.625,-1.1845,28.247,14.585,-1.0454,31.483,11.774,NaN,NaN, NaN 
5.9252,26.529,13.627,1.0656,26.357,15.766,NaN,NaN,NaN,6.4849,23.193,15.412,3.5596,25.517,15.409,5.5092,29.553,11.075,2.9614,31.446,9.0855,1.2675,32.854,7.2859,-1.3916,34.637,7.2504,2.5155,31.256,10.299,0.68038,32.207,9.6266,-1.6433,32.707,9.6605,1.9987,29.675,12.492,0.10485,29.742,13.007,-1.9312,29.519,13.626,1.7823,21.488,17.13,-2.2142,22.249,17.54,6.471,21.669,16.63,4.3003,21.083,16.928,NaN,NaN, NaN ,NaN,NaN, NaN ,4.681,27.44,13.734,-1.4638,24.292,16.556,-0.98883,26.367,15.487,-1.1398,28.178,14.472,-1.0122,31.375,11.606,NaN,NaN, NaN 
