Le02R_X,Le02R_Y,Le02R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
31.711,28.868,10.947,28.027,29.162,11.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.361,25.425,8.586,33.614,25.653,7.8124,35.597,25.371,7.9115,30.704,28.675,12.736,28.576,28.68,10.553,34.709,28.363,9.659,36.183,25.239,8.276,37.514,22.551,7.6854,37.25,19.816,5.7852,34.948,25.452,7.8881,NaN,NaN, NaN ,34.445,21.404,6.2295,32.194,26.092,8.1217,30.977,24.614,7.5399,29.491,23.145,7.2229,25.879,27.396,14.211,22.824,25.767,13.391,30.412,27.875,14.069,28.242,27.418,14.295,36.356,27.874,11.224,29.593,28.784,12.045,31.274,28.835,9.981,NaN,NaN, NaN ,NaN,NaN, NaN ,28.56,24.281,8.3852,32.492,22.832,6.7991,36.183,21.314,6.1505
31.765,29.307,10.936,28.051,29.247,11.407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.421,25.258,8.7553,33.673,25.798,8.012,35.656,25.474,8.1466,30.759,28.736,12.715,28.584,28.763,10.557,34.721,28.538,9.7799,36.235,25.367,8.5149,NaN,NaN, NaN ,37.492,20.239,6.177,35.005,25.583,8.1174,35.311894,23.559994,7.325611,34.539,21.438,6.621,32.249,26.175,8.2873,31.057,24.695,7.7145,29.541,22.724,7.4836,25.924,27.447,14.198,22.836,25.866,13.397,30.461,27.923,14.044,28.295,27.451,14.275,36.353,28.1,11.372,29.628,28.841,12.034,31.274,28.962,10.028,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,32.59,22.873,7.0589,36.291,21.378,6.5472
31.762,29.418,10.954,28.075,29.32,11.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.478,25.421,8.8785,33.726,25.879,8.1977,35.695,25.594,8.3893,30.807,28.791,12.69,28.587,28.849,10.559,34.727,28.727,9.8929,36.278,25.503,8.7505,NaN,NaN, NaN ,37.588,20.163,6.6103,35.05,25.701,8.3326,NaN,NaN, NaN ,34.647,21.577,6.9495,32.295,26.265,8.4469,31.125,24.766,7.8992,29.642,22.909,7.6787,25.972,27.483,14.187,22.866,25.921,13.409,30.512,27.963,14.025,28.35,27.487,14.259,36.301,28.158,11.522,29.686,29.062,12.004,31.271,29.098,10.071,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
31.754,29.52,10.969,28.102,29.401,11.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.518,25.772,8.9816,33.765,25.982,8.3943,35.741,25.747,8.611,30.86,28.844,12.67,28.588,28.95,10.559,34.73,28.928,9.9967,36.314,25.657,8.9574,37.794,23.278,8.6601,37.654,20.359,7.068,NaN,NaN, NaN ,NaN,NaN, NaN ,34.707,21.708,7.3173,32.338,26.413,8.5889,31.183,24.843,8.066,29.662,22.94,7.8613,26.018,27.523,14.175,22.88,26.008,13.417,30.563,27.985,14.004,28.406,27.518,14.242,36.24,28.269,11.652,29.722,29.122,11.988,31.264,29.227,10.112,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
31.749,29.639,10.98,28.126,29.489,11.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.565,25.857,9.1212,33.809,26.193,8.5508,35.763,25.899,8.8167,30.908,28.912,12.647,28.592,29.056,10.561,34.728,29.124,10.092,36.331,25.789,9.1667,NaN,NaN, NaN ,37.71,20.269,7.4985,NaN,NaN, NaN ,NaN,NaN, NaN ,34.754,21.318,7.7791,32.366,26.517,8.7339,31.234,24.953,8.2297,29.754,22.832,8.0431,26.064,27.565,14.167,22.902,26.063,13.425,30.624,28.019,13.985,28.462,27.548,14.224,36.362,29.04,11.707,29.759,29.186,11.97,31.259,29.379,10.149,NaN,NaN, NaN ,26.947338,25.091898,10.356046,28.814195,24.334882,9.061292,32.793,23.098,7.887,36.51513,21.809721,7.6623
NaN,NaN, NaN ,28.152,29.573,11.448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.659,26.357,9.0376,33.822,26.361,8.7323,35.787,26.048,8.9957,30.96,28.967,12.626,28.596,29.118,10.572,34.719,29.321,10.178,36.343,25.992,9.3481,NaN,NaN, NaN ,37.74,20.323,7.9085,NaN,NaN, NaN ,NaN,NaN, NaN ,34.778,21.501,8.0962,32.39,26.694,8.8595,31.269,25.008,8.3945,29.838,22.975,8.2333,26.11,27.599,14.152,22.94,26.084,13.372,30.682,28.077,13.964,28.521,27.582,14.206,36.344,29.302,11.801,29.794,29.241,11.953,31.251,29.541,10.186,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,28.175,29.635,11.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.704,27.063,9.0433,33.83,26.661,8.8993,NaN,NaN,NaN,31.007,29.028,12.602,28.595,29.157,10.599,34.708,29.527,10.256,NaN,NaN, NaN ,37.883957,23.78548,9.590516,37.755,20.491,8.3068,NaN,NaN, NaN ,NaN,NaN, NaN ,34.825,21.616,8.3916,32.404,26.854,8.9762,31.296,25.19,8.5374,29.921,23.101,8.3956,26.156,27.637,14.141,22.953,26.262,13.43,30.741,28.114,13.944,28.579,27.609,14.19,36.324,29.55,11.886,29.829,29.301,11.937,31.239,29.691,10.225,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,28.202,29.72,11.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.818,26.644,9.1132,NaN,NaN,NaN,31.067,29.062,12.575,28.586,29.177,10.642,34.699,29.758,10.331,NaN,NaN, NaN ,NaN,NaN, NaN ,37.742,20.868,8.6896,NaN,NaN, NaN ,NaN,NaN, NaN ,34.825,21.799,8.6811,32.411,27.052,9.0891,31.315,25.338,8.67,29.938,23.387,8.5435,26.204,27.673,14.13,22.95,26.355,13.415,30.8,28.138,13.926,28.637,27.637,14.173,36.301,29.798,11.964,29.864,29.365,11.92,31.228,29.854,10.265,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,32.798665,23.285996,8.618486,NaN,NaN, NaN 
NaN,NaN, NaN ,28.228,29.808,11.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.651,26.671,9.4773,NaN,NaN,NaN,31.103,29.106,12.56,28.577,29.258,10.684,34.68,29.976,10.398,36.328387,26.569007,9.797496,NaN,NaN, NaN ,37.708,21.032,9.0537,NaN,NaN, NaN ,NaN,NaN, NaN ,34.813,21.967,8.9681,32.408,27.264,9.189,31.328,25.532,8.7912,30.035,23.568,8.689,26.257,27.72,14.121,22.963,26.524,13.451,30.856,28.182,13.903,28.696,27.652,14.156,36.279,30.043,12.033,29.901,29.437,11.904,31.214,30.018,10.31,24.700834,26.071975,12.073794,27.127188,25.374521,10.610232,NaN,NaN, NaN ,32.787964,23.548451,8.875238,NaN,NaN, NaN 
NaN,NaN, NaN ,28.256,29.92,11.523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.466,26.953,10.02,NaN,NaN,NaN,31.146,29.124,12.53,28.571,29.27,10.741,34.663,30.211,10.463,NaN,NaN, NaN ,37.785248,24.244058,10.27059,37.644,21.197,9.4047,NaN,NaN, NaN ,NaN,NaN, NaN ,34.802,22.175,9.261,32.398,27.417,9.2963,31.321,25.625,8.9282,29.946,23.73,8.8295,26.304,27.753,14.108,22.972,26.601,13.42,30.92,28.202,13.888,28.753,27.674,14.138,36.259,30.302,12.093,29.936,29.496,11.889,31.199,30.186,10.359,NaN,NaN, NaN ,NaN,NaN, NaN ,29.008998,25.077372,9.677479,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,28.283,30.017,11.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.508,27.768,10.602,NaN,NaN,NaN,31.2,29.196,12.514,28.572,29.298,10.787,34.637,30.44,10.52,NaN,NaN, NaN ,NaN,NaN, NaN ,37.566,21.382,9.7207,NaN,NaN, NaN ,NaN,NaN, NaN ,34.729,22.401,9.51,32.381,27.673,9.3768,31.309,25.847,9.0274,30.082,23.944,8.9579,26.356,27.788,14.101,22.985,26.706,13.411,30.977,28.195,13.867,28.813,27.698,14.122,36.238,30.538,12.149,29.971,29.559,11.872,31.182,30.36,10.409,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,36.384716,22.464628,9.784275
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.623,29.937,11.45,NaN,NaN,NaN,31.239,29.235,12.503,NaN,NaN, NaN ,34.612,30.671,10.573,36.21354,27.024626,10.065826,NaN,NaN, NaN ,37.458,21.561,10.013,NaN,NaN, NaN ,NaN,NaN, NaN ,34.574,22.67,9.784,32.357,27.825,9.4744,31.296,26.18,9.1167,30.017,24.224,9.0581,26.408,27.825,14.089,23.004,26.804,13.41,31.044,28.249,13.85,28.875,27.71,14.107,36.215,30.757,12.205,30.005,29.616,11.858,31.16,30.521,10.463,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.352,33.908,12.805,NaN,NaN,NaN,31.292,29.277,12.466,NaN,NaN, NaN ,34.584,30.921,10.63,NaN,NaN, NaN ,NaN,NaN, NaN ,37.321,21.729,10.276,NaN,NaN, NaN ,NaN,NaN, NaN ,34.462,23.043,10.044,32.319,28.058,9.5567,31.278,26.565,9.2542,30,24.402,9.1731,26.457,27.865,14.078,23.026,26.897,13.409,31.1,28.261,13.827,28.933,27.74,14.089,36.195,31,12.253,30.041,29.68,11.845,31.144,30.699,10.515,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.347,29.296,12.445,NaN,NaN, NaN ,34.553,31.156,10.686,NaN,NaN, NaN ,NaN,NaN, NaN ,37.182,21.928,10.517,NaN,NaN, NaN ,NaN,NaN, NaN ,34.417,23.27,10.281,32.277,28.136,9.65,31.347,26.866,9.3052,29.941,24.691,9.2909,26.51,27.883,14.066,23.044,27.016,13.415,31.163,28.291,13.807,28.994,27.757,14.073,36.178,31.24,12.296,30.078,29.745,11.833,31.127,30.869,10.573,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,32.476387,24.599953,9.754082,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.382,29.408,12.463,NaN,NaN, NaN ,34.519,31.404,10.739,NaN,NaN, NaN ,NaN,NaN, NaN ,37.018,22.142,10.737,NaN,NaN, NaN ,NaN,NaN, NaN ,34.296,23.523,10.455,32.229,28.322,9.7303,31.157,26.903,9.4643,29.824,24.999,9.3986,26.562,27.918,14.058,23.069,27.126,13.418,31.231,28.339,13.79,29.054,27.779,14.058,36.165,31.454,12.322,30.114,29.806,11.822,31.108,31.033,10.629,NaN,NaN, NaN ,27.241097,26.57331,11.118366,29.105436,26.132491,10.132425,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.456,29.288,12.376,NaN,NaN, NaN ,34.482,31.652,10.79,NaN,NaN, NaN ,NaN,NaN, NaN ,36.857,22.332,10.901,NaN,NaN, NaN ,NaN,NaN, NaN ,34.166,23.78,10.648,32.169,28.584,9.7956,30.982,26.907,9.6113,29.777,25.136,9.5758,26.61,27.943,14.045,23.094,27.219,13.413,31.286,28.361,13.768,29.116,27.799,14.042,36.161,31.674,12.334,30.151,29.865,11.812,NaN,NaN, NaN ,24.958046,27.210981,12.289362,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.49,29.423,12.391,NaN,NaN, NaN ,34.442,31.901,10.842,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,32.104,28.748,9.8733,30.99,27.262,9.6476,29.759,25.265,9.6534,26.665,27.971,14.037,23.12,27.319,13.418,31.351,28.377,13.749,29.175,27.811,14.027,36.161,31.898,12.346,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.538,29.485,12.385,NaN,NaN, NaN ,34.401,32.145,10.892,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,33.784,24.57,10.914,32.03,28.941,9.9348,30.817,27.497,9.7625,29.611,25.806,9.7167,26.721,27.999,14.03,23.146,27.418,13.425,31.409,28.388,13.728,29.235,27.81,14.011,36.162,32.097,12.338,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.596,29.542,12.372,NaN,NaN, NaN ,34.356,32.38,10.93,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,33.665,24.736,11.059,31.951,29.141,9.9953,30.825,27.995,9.759,29.516,26.143,9.7922,26.774,28.033,14.025,23.176,27.516,13.425,31.476,28.41,13.71,29.295,27.834,13.995,36.168,32.308,12.312,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,31.971937,26.134039,10.248578,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.641,29.59,12.36,NaN,NaN, NaN ,34.32,32.598,10.953,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,31.862,29.062,10.082,30.748,28.109,9.8594,29.453,26.361,9.8384,26.827,28.051,14.015,23.208,27.613,13.428,31.537,28.432,13.688,29.357,27.856,13.979,36.177,32.504,12.28,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.704,29.657,12.344,NaN,NaN, NaN ,34.285,32.797,10.984,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,31.77,29.667,10.07,30.67,28.63,9.8319,29.36,26.637,9.8955,26.879,28.072,14.006,23.241,27.706,13.435,31.602,28.439,13.674,29.418,27.866,13.965,36.189,32.712,12.228,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.755,29.67,12.333,NaN,NaN, NaN ,34.243,32.937,11.041,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,31.668,29.916,10.126,30.561,28.812,9.9225,29.244,26.869,9.9507,26.935,28.1,13.999,23.273,27.806,13.443,31.659,28.444,13.652,29.476,27.879,13.949,36.201,32.893,12.161,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.804,29.72,12.306,NaN,NaN, NaN ,34.189,33.136,11.142,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.307,28.909,10.025,29.123,27.171,9.9905,26.991,28.125,13.993,23.308,27.896,13.452,31.726,28.474,13.634,29.534,27.895,13.934,36.213,33.033,12.092,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,34.573711,25.554521,11.224907
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.875,29.808,12.322,NaN,NaN, NaN ,34.149,33.419,11.198,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,31.635,30.668,10.203,30.199,29.13,10.037,29.061,27.414,10.024,27.048,28.154,13.987,23.344,27.986,13.461,31.789,28.49,13.619,29.594,27.905,13.921,36.221,33.169,12.004,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.928,29.813,12.292,NaN,NaN, NaN ,34.103,33.539,11.257,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,31.204,31.057,10.273,30.11,29.414,10.046,28.952,27.672,10.058,27.105,28.158,13.98,23.381,28.074,13.472,31.85,28.517,13.6,29.654,27.909,13.904,36.23,33.328,11.899,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.984,29.873,12.286,NaN,NaN, NaN ,34.071,33.754,11.317,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.085,29.851,10.015,28.861,27.837,10.083,27.158,28.192,13.969,23.418,28.162,13.487,31.914,28.529,13.58,29.712,27.918,13.891,36.233,33.461,11.788,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.061,29.943,12.309,NaN,NaN, NaN ,34.031,33.812,11.354,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,31.143,31.785,10.236,29.866,30.004,10.082,28.788,27.931,10.106,27.21,28.201,13.956,23.455,28.244,13.502,31.977,28.535,13.563,29.772,27.938,13.876,36.236,33.575,11.667,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.117,29.92,12.27,NaN,NaN, NaN ,33.92,33.819,11.469,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,31.038,31.947,10.28,29.8,30.424,10.061,28.613,28.364,10.11,27.268,28.211,13.946,23.492,28.325,13.518,32.042,28.537,13.547,29.83,27.946,13.86,36.215,33.724,11.524,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,27.142,29.252,11.883,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.185,29.941,12.265,NaN,NaN, NaN ,33.844,33.989,11.526,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.938,32.227,10.313,29.753,30.915,10.016,28.509,28.528,10.115,27.325,28.222,13.937,23.533,28.404,13.536,32.099,28.561,13.536,29.891,27.957,13.846,36.201,33.853,11.381,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,27.114,29.324,11.905,NaN,NaN, NaN ,30.652796,29.000671,10.224441,NaN,NaN, NaN 
