Le02R_X,Le02R_Y,Le02R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mm01R_X,Mm01R_Y,Mm01R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,ip4R_X,ip4R_Y,ip4R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ip5R_X,ip5R_Y,ip5R_Z,t5R_X,t5R_Y,t5R_Z,hipR_X,hipR_Y,hipR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z,Sj18R_X,Sj18R_Y,Sj18R_Z,Sn02R_X,Sn02R_Y,Sn02R_Z,Sn03R_X,Sn03R_Y,Sn03R_Z,Te01R_X,Te01R_Y,Te01R_Z,Te02R_X,Te02R_Y,Te02R_Z,Te03R_X,Te03R_Y,Te03R_Z,Te05R_X,Te05R_Y,Te05R_Z,Te08R_X,Te08R_Y,Te08R_Z
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.227,30.003,12.249,NaN,NaN, NaN ,33.855,34.143,11.528,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.834,32.485,10.352,29.637,30.913,10.05,28.4,29.032,10.034,27.384,28.232,13.928,23.572,28.474,13.554,32.162,28.556,13.516,29.952,27.966,13.831,36.16,34.063,11.205,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,27.04,29.489,11.91,28.157,29.714,10.957,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.268,30.027,12.209,NaN,NaN, NaN ,33.887,34.406,11.546,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.734,32.758,10.383,29.485,31.229,10.036,28.258,29.47,9.987,27.434,28.244,13.914,23.612,28.548,13.576,32.223,28.554,13.502,30.011,27.977,13.819,36.117,34.245,11.036,NaN,NaN, NaN ,NaN,NaN, NaN ,25.261,29.303,12.564,26.985,29.607,11.908,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.311,30.056,12.198,NaN,NaN, NaN ,33.899,34.717,11.462,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.634,32.983,10.407,29.368,31.382,10.065,28.127,29.604,9.9616,27.49,28.263,13.9,23.652,28.613,13.596,32.282,28.579,13.494,30.071,27.984,13.803,36.075,34.376,10.86,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,26.962,29.839,11.888,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.372,30.082,12.204,29.057,31.326,11.933,33.901,34.888,11.411,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.562,33.235,10.488,29.244,31.777,10.068,27.971,29.851,9.9189,27.545,28.269,13.89,23.694,28.682,13.621,32.338,28.598,13.48,30.128,27.986,13.789,36.009,34.539,10.675,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,26.916,30.07,11.865,27.953,30.265,10.932,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.887,32.185,11.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.416,30.117,12.189,29.07,31.363,11.968,33.906,35.059,11.391,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.505,33.549,10.558,29.12,32.028,10.105,27.837,30.131,9.8679,27.61,28.256,13.885,23.734,28.737,13.641,32.405,28.586,13.466,30.19,27.996,13.778,35.923,34.635,10.512,NaN,NaN, NaN ,NaN,NaN, NaN ,25.208,29.642,12.59,26.854,30.253,11.844,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.867,32.295,11.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.473,30.119,12.183,29.102,31.447,12.041,33.882,35.151,11.346,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.446,33.686,10.627,28.998,32.365,10.135,27.679,30.467,9.8415,27.67,28.262,13.874,23.776,28.796,13.667,32.462,28.6,13.448,30.247,28.001,13.765,35.833,34.767,10.362,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,26.792,30.436,11.829,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.857,32.447,11.536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.52,30.136,12.177,29.14,31.534,12.113,33.876,35.299,11.316,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.391,33.863,10.678,28.881,32.644,10.184,27.49,30.785,9.829,27.724,28.29,13.861,23.814,28.843,13.691,32.522,28.612,13.435,30.305,27.996,13.752,35.736,34.976,10.222,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,26.728,30.615,11.816,27.692,30.945,10.873,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.838,32.555,11.553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.578,30.129,12.166,29.181,31.629,12.192,33.851,35.387,11.262,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.34,34.033,10.725,28.741,32.741,10.252,27.314,31.147,9.8345,27.78,28.29,13.85,23.857,28.892,13.717,32.58,28.629,13.427,30.364,28.007,13.741,35.674,35.174,10.069,NaN,NaN, NaN ,NaN,NaN, NaN ,25.154,30.063,12.659,26.667,30.796,11.809,27.592,31.172,10.856,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.803,32.678,11.548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.628,30.122,12.145,29.229,31.72,12.272,33.816,35.381,11.212,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.273,34.062,10.771,28.667,33.082,10.29,27.115,31.485,9.8695,27.835,28.289,13.838,23.896,28.935,13.741,32.639,28.618,13.41,30.421,28.009,13.728,35.608,35.408,9.9216,NaN,NaN, NaN ,NaN,NaN, NaN ,25.146,30.186,12.707,26.609,30.975,11.818,27.473,31.397,10.845,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.76,32.806,11.55,NaN,NaN,NaN,30.65,34.752,9.9153,NaN,NaN,NaN,32.671,30.177,12.149,NaN,NaN, NaN ,33.781,35.42,11.103,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.236,34.214,10.796,28.578,33.315,10.339,26.946,31.88,9.9136,27.889,28.282,13.822,23.933,28.96,13.763,32.694,28.621,13.397,30.48,28.01,13.716,35.514,35.498,9.8156,NaN,NaN, NaN ,NaN,NaN, NaN ,25.146,30.301,12.772,26.555,31.137,11.842,27.336,31.64,10.838,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.713,32.968,11.561,NaN,NaN,NaN,30.585,34.917,9.9422,NaN,NaN,NaN,32.719,30.193,12.131,NaN,NaN, NaN ,33.754,35.516,11.029,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.195,34.368,10.817,28.495,33.535,10.381,26.787,32.206,9.9823,27.945,28.274,13.812,23.973,28.986,13.785,32.75,28.625,13.382,30.537,28.006,13.702,35.432,35.53,9.7148,NaN,NaN, NaN ,NaN,NaN, NaN ,25.157,30.407,12.85,26.508,31.283,11.874,27.195,31.891,10.851,NaN,NaN, NaN ,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.661,33.11,11.57,NaN,NaN,NaN,30.511,34.988,9.9724,NaN,NaN,NaN,32.775,30.197,12.121,NaN,NaN, NaN ,33.723,35.611,10.956,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.148,34.51,10.829,28.411,33.738,10.418,26.643,32.513,10.071,28,28.279,13.803,24.01,29.001,13.806,32.803,28.642,13.371,30.593,28.007,13.69,35.356,35.849,9.591,NaN,NaN, NaN ,NaN,NaN, NaN ,25.174,30.48,12.933,26.466,31.417,11.91,27.062,32.163,10.897,28.392,32.768,8.8263,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.604,33.247,11.564,NaN,NaN,NaN,30.459,35.138,9.9685,31.04,35.938,8.5021,32.8,30.215,12.112,NaN,NaN, NaN ,33.695,35.726,10.879,NaN,NaN, NaN ,NaN,NaN, NaN ,NaN,NaN, NaN ,30.722,35.725,9.0726,NaN,NaN, NaN ,NaN,NaN, NaN ,30.103,34.657,10.831,28.326,33.93,10.452,26.522,32.778,10.149,28.062,28.28,13.797,24.05,29.017,13.825,32.855,28.659,13.353,30.65,28.005,13.677,35.295,35.948,9.4688,NaN,NaN, NaN ,NaN,NaN, NaN ,25.195,30.529,13.008,26.426,31.544,11.954,26.95,32.433,10.967,28.209,33.162,8.7767,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.539,33.417,11.551,NaN,NaN,NaN,30.405,35.285,9.9508,30.934,36.073,8.5082,32.835,30.228,12.083,NaN,NaN, NaN ,33.663,35.838,10.803,31.34,36.162,8.0138,NaN,NaN, NaN ,29.402,31.502,4.778,30.637,35.824,9.067,NaN,NaN, NaN ,28.655,31.672,7.3079,30.051,34.793,10.824,28.25,34.114,10.483,26.418,33,10.22,28.115,28.273,13.783,24.09,29.025,13.844,32.909,28.655,13.346,30.706,28.001,13.663,35.229,36.13,9.3483,NaN,NaN, NaN ,NaN,NaN, NaN ,25.22,30.568,13.07,26.387,31.665,12.015,26.868,32.696,11.051,28.025,33.467,8.7532,29.633649,32.281323,6.121837
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.483,33.536,11.513,NaN,NaN,NaN,30.36,35.41,9.9204,30.861,36.267,8.4822,32.893,30.199,12.068,NaN,NaN, NaN ,33.625,35.944,10.725,NaN,NaN, NaN ,NaN,NaN, NaN ,28.971,32.168,4.427,30.566,36.003,9.0344,NaN,NaN, NaN ,28.38,32.301,7.0689,30.006,34.925,10.808,28.187,34.289,10.51,26.328,33.219,10.282,28.163,28.269,13.764,24.13,29.026,13.862,32.961,28.655,13.33,30.763,27.998,13.649,35.151,36.263,9.2311,NaN,NaN, NaN ,NaN,NaN, NaN ,25.246,30.596,13.119,26.352,31.781,12.09,26.795,32.917,11.151,27.859,33.746,8.737,29.333,32.875,5.8617
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.437,33.681,11.499,NaN,NaN,NaN,30.303,35.536,9.8753,30.791,36.444,8.4447,32.925,30.231,12.049,NaN,NaN, NaN ,33.587,36.054,10.644,NaN,NaN, NaN ,30.492222,35.37927,5.386992,28.547,32.823,4.1452,30.507,36.17,8.9925,NaN,NaN, NaN ,28.103,32.788,6.8977,29.958,35.05,10.787,28.13,34.442,10.524,26.251,33.409,10.321,28.222,28.263,13.757,24.175,29.024,13.878,33.015,28.654,13.316,30.815,28.001,13.634,35.096,36.312,9.1129,NaN,NaN, NaN ,NaN,NaN, NaN ,25.273,30.605,13.165,26.316,31.896,12.166,26.708,33.09,11.23,27.719,34,8.7223,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.385,33.83,11.51,NaN,NaN,NaN,30.248,35.682,9.8236,30.722,36.622,8.3916,32.984,30.252,12.068,NaN,NaN, NaN ,33.552,36.172,10.561,31.089,36.794,7.9016,30.276182,35.763929,5.285403,28.179,33.812,3.8918,30.449,36.327,8.9337,29.31,35.219,7.4335,27.863,33.477,6.7149,29.908,35.165,10.759,28.069,34.578,10.525,26.185,33.574,10.349,28.275,28.254,13.742,24.224,29.017,13.895,33.064,28.663,13.297,30.869,27.996,13.62,35.051,36.402,9.0042,NaN,NaN, NaN ,NaN,NaN, NaN ,25.294,30.607,13.194,26.282,32.023,12.233,26.631,33.206,11.283,27.593,34.234,8.6991,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.332,33.959,11.543,NaN,NaN,NaN,30.18,35.822,9.7648,30.669,36.793,8.3309,33.043,30.239,12.05,NaN,NaN, NaN ,33.517,36.277,10.471,31.029,36.996,7.8346,NaN,NaN, NaN ,27.787,34.527,3.7462,30.391,36.475,8.8524,NaN,NaN, NaN ,27.604,33.868,6.5905,29.856,35.273,10.718,28.013,34.697,10.517,26.124,33.705,10.371,28.332,28.247,13.728,24.272,29.005,13.91,33.12,28.675,13.286,30.924,27.995,13.604,35.035,36.292,8.8087,NaN,NaN, NaN ,NaN,NaN, NaN ,25.309,30.614,13.209,26.253,32.135,12.291,26.567,33.315,11.329,27.483,34.44,8.6634,28.235,34.448,5.3093
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.283,34.075,11.579,NaN,NaN,NaN,30.103,35.978,9.6971,30.617,36.942,8.248,33.084,30.252,12.02,NaN,NaN, NaN ,33.47,36.362,10.379,30.977,37.126,7.7567,NaN,NaN, NaN ,27.425,35.218,3.6747,30.343,36.631,8.7734,NaN,NaN, NaN ,27.359,34.282,6.4829,29.802,35.369,10.67,27.958,34.806,10.503,26.068,33.822,10.387,28.388,28.227,13.714,24.32,28.985,13.925,33.166,28.66,13.272,30.979,27.986,13.589,35.077,36.118,8.4919,NaN,NaN, NaN ,NaN,NaN, NaN ,25.312,30.624,13.214,26.213,32.225,12.343,26.522,33.416,11.369,27.378,34.632,8.6132,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.235,34.206,11.621,NaN,NaN,NaN,30.024,36.131,9.6216,30.566,37.075,8.1541,33.126,30.232,11.998,29.836,32.018,12.561,33.424,36.442,10.278,30.936,37.331,7.6568,29.788632,36.906583,5.067358,27.095,35.875,3.6632,30.297,36.782,8.6771,28.864,36.098,7.1953,27.123,34.69,6.3955,29.748,35.466,10.612,27.898,34.896,10.479,26.013,33.92,10.389,28.443,28.231,13.701,24.372,28.965,13.938,33.215,28.677,13.261,31.033,27.99,13.576,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,25.302,30.649,13.211,26.166,32.315,12.4,26.486,33.527,11.42,27.275,34.82,8.5495,NaN,NaN, NaN 
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.182,34.34,11.66,NaN,NaN,NaN,29.943,36.263,9.5404,30.516,37.222,8.0567,33.184,30.233,11.987,29.884,32.011,12.504,33.375,36.491,10.165,30.897,37.442,7.545,29.64573,37.179009,4.994116,26.799,36.497,3.7051,30.251,36.927,8.5733,NaN,NaN, NaN ,26.892,35.106,6.3268,29.694,35.552,10.543,27.848,34.992,10.44,25.963,34.011,10.38,28.5,28.212,13.689,24.427,28.933,13.949,33.264,28.67,13.25,31.085,27.989,13.561,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,25.293,30.678,13.202,26.129,32.405,12.443,26.445,33.63,11.479,27.174,35.005,8.4801,27.335,36.045,5.1476
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.136,34.463,11.687,NaN,NaN,NaN,29.865,36.376,9.4504,30.468,37.349,7.9554,33.241,30.237,11.981,29.933,32.027,12.451,33.323,36.547,10.045,30.859,37.535,7.4177,NaN,NaN, NaN ,26.547,37.085,3.7617,30.206,37.069,8.4684,NaN,NaN, NaN ,26.671,35.524,6.2796,29.646,35.646,10.471,27.792,35.079,10.392,25.909,34.09,10.357,28.556,28.196,13.679,24.477,28.914,13.955,33.317,28.679,13.24,31.14,27.983,13.548,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,25.285,30.709,13.193,26.109,32.496,12.475,26.382,33.72,11.517,27.065,35.204,8.4089,27.108,36.525,5.1531
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.099,34.598,11.702,NaN,NaN,NaN,29.791,36.509,9.3603,30.411,37.461,7.8453,33.295,30.236,11.973,29.977,32.032,12.388,33.272,36.618,9.9248,30.803,37.624,7.2975,NaN,NaN, NaN ,26.352,37.625,3.8127,30.157,37.192,8.3616,28.489,36.923,6.9946,26.466,35.918,6.2533,29.589,35.727,10.391,27.726,35.152,10.332,25.852,34.164,10.312,28.61,28.19,13.667,24.529,28.873,13.96,33.366,28.663,13.228,31.191,27.98,13.534,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,25.29,30.75,13.19,26.1,32.589,12.506,26.325,33.814,11.529,26.943,35.41,8.3402,26.913,36.973,5.1669
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.062,34.71,11.708,NaN,NaN,NaN,29.717,36.605,9.2471,30.351,37.568,7.7393,33.349,30.246,11.957,30.023,32.037,12.318,33.217,36.661,9.7914,30.745,37.701,7.1799,NaN,NaN, NaN ,26.209,38.092,3.853,30.108,37.281,8.2526,28.381,37.17,6.938,26.283,36.296,6.238,29.524,35.787,10.3,27.67,35.24,10.256,25.785,34.247,10.254,28.666,28.182,13.657,24.579,28.854,13.961,33.417,28.659,13.214,31.248,27.976,13.522,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,25.312,30.794,13.192,26.086,32.666,12.53,26.276,33.901,11.513,26.817,35.635,8.2816,26.752,37.388,5.1676
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.034,34.814,11.707,NaN,NaN,NaN,29.649,36.698,9.1367,30.277,37.653,7.6309,33.403,30.264,11.985,30.068,32.039,12.246,33.163,36.701,9.6503,30.654,37.73,7.0716,29.152291,38.284069,4.681864,26.094,38.475,3.8628,30.055,37.368,8.1534,28.278,37.385,6.8834,26.118,36.657,6.2231,29.47,35.861,10.203,27.609,35.322,10.171,25.711,34.354,10.186,28.72,28.172,13.645,24.632,28.82,13.96,33.462,28.675,13.203,31.3,27.974,13.509,NaN,NaN,NaN,NaN,NaN, NaN ,NaN,NaN, NaN ,25.342,30.817,13.202,26.068,32.734,12.544,26.227,33.981,11.476,26.684,35.867,8.2331,26.621,37.779,5.1563
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.001,34.896,11.682,NaN,NaN,NaN,29.578,36.785,9.0245,30.208,37.724,7.5271,33.443,30.246,11.933,30.115,32.027,12.171,33.106,36.722,9.4997,30.57,37.78,6.9671,29.049882,38.53393,4.64587,26.002,38.81,3.8337,30.003,37.421,8.0563,28.185,37.575,6.828,25.97,36.993,6.2044,29.411,35.919,10.089,27.541,35.402,10.077,25.63,34.476,10.117,28.777,28.16,13.636,24.687,28.791,13.957,33.516,28.674,13.188,31.353,27.973,13.496,NaN,NaN,NaN,NaN,NaN, NaN ,31.648,34.339,11.349,25.381,30.829,13.225,26.058,32.79,12.543,26.186,34.054,11.42,26.552,36.096,8.2028,26.508,38.143,5.1379
NaN,NaN, NaN ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.972,34.967,11.628,NaN,NaN,NaN,29.515,36.868,8.9022,30.139,37.803,7.4191,33.499,30.264,11.935,30.197,32.118,12.143,33.049,36.739,9.3382,30.497,37.874,6.8552,NaN,NaN, NaN ,25.917,39.107,3.7775,29.939,37.483,7.9452,28.093,37.742,6.7601,25.844,37.293,6.187,29.349,35.954,9.9596,27.481,35.496,9.9796,25.548,34.6,10.051,28.834,28.151,13.624,24.739,28.762,13.951,33.567,28.654,13.164,31.407,27.971,13.484,NaN,NaN,NaN,NaN,NaN, NaN ,31.647,34.318,11.228,25.422,30.838,13.265,26.069,32.839,12.529,26.157,34.12,11.356,26.428,36.328,8.1825,26.41,38.459,5.1128
32.874,33.576,11.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.948,35.021,11.539,NaN,NaN,NaN,29.461,36.94,8.7903,30.079,37.881,7.3082,33.554,30.304,11.942,30.205,32.028,12.046,32.992,36.735,9.1743,30.428,37.964,6.7443,NaN,NaN, NaN ,25.835,39.353,3.7081,29.88,37.545,7.8208,28.017,37.894,6.6865,25.735,37.558,6.1669,29.29,35.998,9.823,27.417,35.578,9.8799,25.468,34.728,9.9851,28.888,28.137,13.613,24.792,28.731,13.943,33.615,28.687,13.159,31.462,27.974,13.473,NaN,NaN,NaN,NaN,NaN, NaN ,31.655,34.332,11.123,25.459,30.853,13.32,26.112,32.878,12.515,26.139,34.16,11.288,26.323,36.56,8.1689,26.319,38.721,5.0743
32.896,33.57,10.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.917,35.036,11.414,NaN,NaN,NaN,29.41,36.996,8.6681,30.021,37.957,7.1905,33.589,30.274,11.907,30.249,32.009,11.984,32.933,36.714,8.995,30.366,38.051,6.627,NaN,NaN, NaN ,25.757,39.556,3.6437,29.828,37.605,7.6922,27.945,38.031,6.6023,25.645,37.786,6.1343,29.227,36.039,9.6807,27.35,35.652,9.7759,25.388,34.848,9.9208,28.942,28.125,13.597,24.843,28.705,13.934,33.662,28.675,13.147,31.515,27.966,13.461,NaN,NaN,NaN,NaN,NaN, NaN ,31.655,34.301,10.993,25.497,30.863,13.377,26.167,32.886,12.505,26.129,34.181,11.219,26.232,36.776,8.1482,26.233,38.914,5.0153
