Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
7.8365,30.0542,18.128,8.74,30.0613,18.1284,8.42,30.0131,18.6096,6.0438,29.8611,18.5127,3.878,29.1175,18.2914,2.5613,28.3293,17.9961,4.504,27.8148,16.3776,5.0631,28.5871,16.6798,5.8731,29.3742,16.9379,8.3668,29.1262,16.6873,7.8803,28.1553,15.9863,6.9398,27.3741,15.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6168,28.6673,19.9814,6.3414,29.6887,17.6863,12.3642,29.3391,17.9264,NaN,NaN,NaN,14.3033,23.0052,16.7435,NaN,NaN,NaN,NaN,NaN,NaN,9.7044,27.2792,15.9067,7.016,25.2213,13.8876,2.5504,28.3307,19.587,-0.1399,27.1268,18.7849,8.1099,27.6936,21.062,6.0023,27.4034,20.8297
7.8617,30.1656,18.2093,8.7497,30.0982,18.2242,8.4587,30.1116,18.6715,6.1085,29.9285,18.5793,3.9458,29.2038,18.3543,2.6288,28.4104,18.0638,4.5672,27.8932,16.4869,5.113,28.6852,16.7575,5.9074,29.498,17.01,8.4091,29.2406,16.8099,7.9298,28.3075,16.1245,7.0109,27.483,15.5577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6982,28.6988,20.0048,6.4511,30.006,17.7335,12.3841,29.5858,18.0959,NaN,NaN,NaN,14.3245,23.3675,17.2165,NaN,NaN,NaN,11.3694,21.8383,14.83,9.7479,27.256,16.1062,7.1286,25.3899,14.1572,2.6136,28.4382,19.6248,-0.1142,27.2112,18.8257,8.2042,27.7116,21.0956,6.0877,27.4218,20.8662
7.8895,30.2932,18.2945,8.7682,30.3667,18.3129,8.5008,30.2008,18.7363,6.1675,30.0038,18.6529,4.011,29.3002,18.418,2.7004,28.4954,18.1367,4.6305,27.9716,16.6089,5.1646,28.7905,16.8502,5.9479,29.6174,17.0908,8.4455,29.4322,16.9099,7.9837,28.4346,16.2761,7.068,27.5173,15.7444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7829,28.7253,20.0247,6.3687,29.856,17.8101,12.4009,29.8136,18.259,NaN,NaN,NaN,14.3146,23.3281,17.5179,NaN,NaN,NaN,NaN,NaN,NaN,9.7789,27.6013,16.3094,7.1507,25.3046,14.4229,2.6855,28.9215,19.6198,-0.0806,27.4099,18.8839,8.2776,27.7958,21.1237,6.1525,27.3827,20.8697
7.9151,30.3981,18.3861,8.7896,30.5001,18.421,8.5429,30.3036,18.8061,6.2264,30.0724,18.7339,4.0781,29.3925,18.4795,2.7697,28.6013,18.213,NaN,NaN,NaN,5.2268,28.8078,16.9619,5.9851,29.7107,17.1816,8.4727,29.6465,17.0487,8.0223,28.6491,16.4233,7.117,27.7003,15.9076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.8628,28.7578,20.0515,6.4453,29.907,17.8959,12.4178,30.0533,18.4217,NaN,NaN,NaN,14.2865,23.8353,17.883,NaN,NaN,NaN,NaN,NaN,NaN,9.7637,27.8031,16.5035,7.1793,25.5139,14.6469,2.7784,28.9774,19.6576,-0.0522,27.5656,18.937,8.3403,27.7572,21.1853,6.2346,27.5242,20.9269
7.929,30.4841,18.4974,8.8049,30.6225,18.5329,8.578,30.3646,18.8891,6.2841,30.1436,18.8056,4.1462,29.484,18.5525,2.834,28.7026,18.2953,NaN,NaN,NaN,5.2835,28.9361,17.0448,6.0219,29.836,17.2807,8.497,29.7964,17.1814,8.0611,28.8252,16.5738,7.1452,27.9358,16.0868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9416,28.7929,20.0709,6.4769,29.9107,18.0004,12.4313,30.3127,18.577,NaN,NaN,NaN,14.275,24.0265,18.1085,NaN,NaN,NaN,NaN,NaN,NaN,9.7841,27.9977,16.7103,7.1922,25.654,14.8565,2.8604,29.0158,19.704,-0.0333,27.756,18.9886,8.4423,27.7729,21.1843,6.3026,27.5797,20.9641
7.9448,30.5614,18.6307,8.8182,30.7745,18.6667,8.6123,30.5403,18.9895,6.3447,30.1923,18.8809,4.2151,29.5641,18.6287,2.8993,28.8163,18.3795,NaN,NaN,NaN,5.3295,29.0977,17.1544,6.0667,29.944,17.3878,8.5337,29.9911,17.3038,8.1009,28.9991,16.7171,7.1773,28.1211,16.2481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0173,28.8109,20.0854,6.5038,29.9717,18.0829,12.4365,30.5825,18.7187,NaN,NaN,NaN,14.2419,24.2663,18.3899,NaN,NaN,NaN,NaN,NaN,NaN,9.7732,28.1806,16.9253,7.1723,25.7221,15.0899,2.9415,29.0814,19.7399,-0.0068,27.9203,19.0225,8.5046,27.7853,21.2419,6.4012,27.6491,20.9987
7.9842,30.778,18.7219,8.8405,30.9188,18.7939,NaN,NaN,NaN,6.4089,30.2245,18.9611,4.2829,29.6741,18.7128,2.9599,28.9565,18.4645,NaN,NaN,NaN,5.3673,29.2413,17.2948,6.1085,30.0442,17.5132,8.565,30.1436,17.4364,8.121,29.2534,16.8548,7.2131,28.2559,16.425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1052,28.8377,20.1167,6.5412,30.0442,18.1822,12.4482,30.775,18.8713,NaN,NaN,NaN,14.1578,24.5498,18.5401,NaN,NaN,NaN,NaN,NaN,NaN,9.79,28.5099,17.1194,7.2154,25.942,15.2807,3.0294,29.1842,19.7739,0.0371,28.121,19.0806,8.6219,27.8392,21.2727,6.4557,27.5997,21.0257
NaN,NaN,NaN,8.8531,31.0585,18.9411,NaN,NaN,NaN,6.4812,30.2634,19.0563,4.3502,29.7966,18.8008,3.0225,29.0915,18.5475,NaN,NaN,NaN,5.405,29.4177,17.423,6.147,30.189,17.6391,8.5756,30.3607,17.571,8.1351,29.4751,17.0036,7.2336,28.5043,16.5837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1878,28.85,20.1391,6.5716,30.1423,18.2793,12.4691,30.9976,19.0282,NaN,NaN,NaN,14.0787,24.889,18.7203,NaN,NaN,NaN,10.8188,23.5418,17.2148,9.782,28.8377,17.3054,7.17,26.1843,15.437,3.123,29.2475,19.8052,0.0748,28.2902,19.142,8.7015,27.8734,21.3373,6.5535,27.6726,21.0646
NaN,NaN,NaN,8.8486,31.0887,19.0886,NaN,NaN,NaN,6.5489,30.3294,19.1733,4.4231,29.9186,18.8929,3.088,29.212,18.6379,NaN,NaN,NaN,5.4621,29.5201,17.5664,6.1933,30.2902,17.7784,8.5974,30.5684,17.7248,8.157,29.651,17.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2876,28.8932,20.1819,6.6042,30.2434,18.379,12.4505,31.3369,19.162,NaN,NaN,NaN,14.0152,25.3706,18.8458,NaN,NaN,NaN,10.6668,23.9224,17.5282,9.7884,29.1935,17.4812,7.1443,26.5223,15.6736,3.2085,29.353,19.8416,0.1195,28.4624,19.1767,8.7635,27.9368,21.3636,6.6205,27.6216,21.1166
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6141,30.3753,19.267,4.4953,30.0288,18.9914,3.1487,29.3411,18.7344,NaN,NaN,NaN,5.5093,29.6784,17.7212,6.2333,30.379,17.9228,8.6075,30.8091,17.8703,8.1668,29.8764,17.2953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3723,28.9681,20.2088,6.644,30.337,18.4778,12.4662,31.5366,19.3294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.5592,24.1084,17.7847,9.7655,29.3753,17.6819,7.0839,26.9222,15.9716,3.2909,29.4357,19.8772,0.164,28.6995,19.2331,8.8589,27.9135,21.4164,6.702,27.7562,21.1603
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6827,30.4025,19.3608,4.5682,30.1293,19.0915,3.207,29.5127,18.8293,NaN,NaN,NaN,5.5587,29.8245,17.8698,6.2719,30.5232,18.0755,8.6106,31.0384,18.0232,8.1555,30.1725,17.4536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4709,28.9674,20.2282,6.6965,30.433,18.5781,12.4889,31.8291,19.5136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.7289,29.7023,17.8679,6.9916,27.3678,16.1296,3.3861,29.5488,19.9155,0.2215,28.9176,19.3001,8.9237,27.9641,21.4866,6.7604,27.7436,21.2237
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7594,30.4477,19.465,4.6455,30.2361,19.1914,3.2676,29.6763,18.9247,NaN,NaN,NaN,5.5959,30.0076,18.0449,6.3133,30.6532,18.2294,8.6184,31.2116,18.1892,8.153,30.3795,17.6278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5262,28.9509,20.2419,6.7547,30.5053,18.6718,12.4701,32.0469,19.6097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.2389,24.777,18.1642,9.6953,29.9773,18.0164,6.9262,27.5805,16.3829,3.477,29.6273,19.959,0.2679,29.1321,19.3398,9.0374,27.9415,21.4909,6.8586,27.7502,21.2338
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8311,30.4794,19.5608,4.7142,30.3274,19.2754,3.3286,29.8435,19.0267,NaN,NaN,NaN,5.6461,30.1439,18.216,6.3488,30.7825,18.387,8.6142,31.4231,18.3556,8.1238,30.6987,17.8049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.6132,28.9664,20.2667,6.8182,30.5691,18.769,12.5023,32.2855,19.7549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0719,25.1777,18.317,9.6287,30.2524,18.1604,6.8592,27.6816,16.5516,3.5761,29.7122,19.9998,0.312,29.31,19.3652,9.1184,28.0123,21.5558,6.9104,27.7481,21.2825
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9024,30.5047,19.6443,4.7861,30.4039,19.3711,3.3946,30.0151,19.1216,NaN,NaN,NaN,5.6749,30.3448,18.4026,6.3808,30.9104,18.5366,8.6139,31.6489,18.5045,8.117,30.8646,17.9828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.7005,29.0097,20.294,6.8842,30.6344,18.8574,12.5072,32.5187,19.8943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.037,25.4768,18.4613,9.6168,30.6144,18.2667,6.7552,28.1412,16.7252,3.667,29.7876,20.0475,0.3711,29.5531,19.4221,9.1861,27.9796,21.5916,7.0138,27.7722,21.29
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9748,30.5185,19.7315,4.8727,30.5111,19.5202,3.4634,30.1439,19.2233,NaN,NaN,NaN,5.7085,30.4967,18.5871,6.4146,31.0368,18.6927,8.6102,31.8856,18.6141,8.0911,31.0824,18.1713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.7743,29.0424,20.3179,6.9488,30.7021,18.9395,12.4963,32.7352,20.0167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5777,30.8004,18.4445,6.7016,28.3875,16.8822,3.7512,29.854,20.0984,0.4385,29.7401,19.4698,9.2809,28.0915,21.676,7.0594,27.7459,21.3694
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0538,30.5179,19.8028,4.9491,30.6121,19.6376,3.5306,30.3113,19.337,NaN,NaN,NaN,5.7321,30.6647,18.7706,6.4446,31.1772,18.8484,NaN,NaN,NaN,8.075,31.2544,18.3665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.8434,29.1154,20.3482,7.0102,30.7842,19.0228,12.531,32.9335,20.1267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5325,31.1805,18.6002,6.5854,28.7764,17.0378,3.8457,29.9335,20.1398,0.4833,29.9352,19.532,9.3518,28.0321,21.6996,7.1356,27.7495,21.4006
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1267,30.5493,19.894,5.0178,30.705,19.7534,3.6,30.467,19.4471,NaN,NaN,NaN,5.7659,30.8063,18.9452,6.472,31.3029,18.9732,NaN,NaN,NaN,8.0368,31.5337,18.5638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9836,29.0958,20.3703,7.0522,30.8472,19.1036,12.5483,33.0855,20.2098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4763,31.3757,18.6716,6.5033,29.0436,17.2519,3.9462,30.0042,20.1888,0.5569,30.1936,19.5863,9.4567,28.0691,21.7069,7.2235,27.8332,21.4322
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2007,30.5658,19.9711,5.0914,30.7896,19.8688,3.6822,30.5933,19.5734,NaN,NaN,NaN,5.7835,30.9966,19.1181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0699,29.1501,20.4119,7.0822,30.8871,19.198,12.5631,33.4509,20.2856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.463,31.715,18.7469,NaN,NaN,NaN,4.03,30.1116,20.2397,0.6843,30.3158,19.6648,9.5395,27.9945,21.7565,7.3107,27.8264,21.4958
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2771,30.5843,20.0439,5.1603,30.8437,19.9834,3.7512,30.762,19.6972,NaN,NaN,NaN,5.7892,31.1805,19.2332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.1566,29.1976,20.4487,7.1362,31.0146,19.3226,12.5614,33.6366,20.3953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3971,31.946,18.8088,NaN,NaN,NaN,4.1055,30.1857,20.2974,0.7628,30.4627,19.6893,9.6483,28.0876,21.7894,7.3459,27.8372,21.5134
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3544,30.6198,20.1118,5.2272,30.8945,20.0871,3.8115,30.921,19.8168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.2441,29.1613,20.4692,7.1862,31.0202,19.4272,12.6176,33.7472,20.4263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3338,32.1165,18.8832,NaN,NaN,NaN,4.1834,30.2172,20.3495,0.8227,30.6771,19.7755,9.7168,28.031,21.835,7.4203,27.8453,21.5799
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3057,30.951,20.1851,3.8738,31.0412,19.9373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.3225,29.1918,20.5152,7.3362,31.184,19.5284,12.6684,33.8315,20.4539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2704,30.2789,20.3947,0.9254,30.8102,19.824,9.7759,28.0566,21.8992,7.4962,27.9412,21.6336
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3703,31.0358,20.3133,3.9455,31.2184,20.0983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.4096,29.2173,20.5634,7.4468,31.3921,19.6441,12.747,33.8958,20.4542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3395,30.489,20.4211,1.0149,30.9562,19.8693,9.8533,28.0832,21.9394,7.5734,27.8763,21.6591
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4378,31.0754,20.4124,4.0149,31.2661,20.1715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.4743,29.2019,20.5734,7.4876,31.3705,19.8058,12.7936,34.1202,20.4633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9937,31.1414,18.1618,4.4119,30.3314,20.4646,1.108,31.1129,19.9464,9.9288,28.0902,21.9709,7.6424,27.9846,21.7063
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.5588,29.1911,20.6018,7.6237,31.4591,19.9064,12.8334,34.2465,20.4723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9725,31.4609,18.278,4.4498,30.3486,20.4808,1.1664,31.2109,19.9892,10.0174,28.0855,21.9899,7.7141,27.9212,21.7315
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.6586,29.2556,20.6546,7.6549,31.5843,19.9586,12.9092,34.4694,20.4796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8625,31.8873,18.4608,4.5113,30.3218,20.5259,1.2555,31.2959,20.0412,10.08,28.1362,22.0284,7.7852,28.0035,21.7781
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.757,34.4434,17.64,NaN,NaN,NaN,NaN,NaN,NaN,10.6988,29.2709,20.6998,7.6821,31.3832,19.9728,12.9768,34.6372,20.4473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7924,32.1123,18.586,4.5635,30.342,20.5737,1.3706,31.3715,20.1115,10.1526,28.1007,22.0786,7.8731,28.0183,21.8287
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.7278,34.8186,17.669,NaN,NaN,NaN,NaN,NaN,NaN,10.756,29.2688,20.7178,7.8397,31.6396,20.1425,13.0409,34.8143,20.4154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7384,32.4875,18.7437,4.6487,30.4711,20.5984,1.4547,31.4495,20.1915,10.2243,28.1317,22.107,7.9348,28.068,21.8918
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.7132,35.1686,17.7036,NaN,NaN,NaN,NaN,NaN,NaN,10.8302,29.2669,20.7609,7.9207,31.5778,20.1419,13.1071,34.9907,20.375,11.2574,35.2611,17.2254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2822,34.2367,19.7633,5.6947,32.8155,18.8702,4.7481,30.5999,20.7003,1.5272,31.4187,20.2157,10.2923,28.1407,22.1579,8.0076,27.9483,21.8578
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.7267,35.5189,17.7305,NaN,NaN,NaN,NaN,NaN,NaN,10.93,29.2605,20.7902,8.0778,31.7297,20.2803,13.1693,35.1471,20.3295,11.2232,35.6338,17.2145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3263,34.5181,19.8562,5.6372,33.2071,19.0023,4.8669,30.6549,20.7226,1.6075,31.4487,20.2474,10.368,28.1506,22.1992,8.0608,27.984,21.9237
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.7441,35.8144,17.7457,NaN,NaN,NaN,NaN,NaN,NaN,10.9782,29.2707,20.8291,8.2183,31.9578,20.4231,13.2563,35.3338,20.2774,11.2398,35.9521,17.2872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3904,34.809,19.9126,5.6424,33.5863,19.1208,4.9133,30.4516,20.6436,1.6974,31.4663,20.3193,10.4186,28.1144,22.2014,8.1311,28.0474,21.9725
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.7739,36.1133,17.7473,NaN,NaN,NaN,NaN,NaN,NaN,11.0436,29.3125,20.8662,8.2425,31.9249,20.4134,13.3209,35.4561,20.2046,11.2405,36.3716,17.2146,10.6512,34.8373,15.0146,8.7889,32.1797,14.2112,7.7732,32.8876,16.4128,9.4105,34.7831,19.8327,5.6335,33.8745,19.2727,4.9208,30.6132,20.7141,1.7531,31.4733,20.3541,10.4745,28.1841,22.2717,8.1877,28.0126,21.9924
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.8027,36.3623,17.7394,9.757,35.0683,16.2012,10.2918,35.1672,15.5036,11.113,29.2985,20.8989,8.4629,32.1382,20.5127,13.3718,35.5777,20.1381,11.2649,36.6422,17.2388,10.5611,35.3658,14.8611,8.5288,32.8444,13.8507,7.6142,33.4487,16.2629,9.5119,35.1636,19.8962,5.648,34.1546,19.3722,4.974,30.6524,20.8035,1.8037,31.4083,20.4077,10.5664,28.1483,22.268,8.2569,27.9929,22.0239
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.8431,36.6168,17.7126,9.689,35.687,16.0788,10.2246,35.7705,15.3547,11.204,29.2906,20.9334,NaN,NaN,NaN,13.4386,35.737,20.0663,11.3021,36.8641,17.2535,10.5073,35.8156,14.6883,8.3196,34.1023,13.4742,7.4782,33.9458,16.1098,9.5596,35.3444,19.9027,5.696,34.3435,19.4455,5.0787,30.6615,20.7767,1.892,31.4206,20.4418,10.6338,28.2369,22.3283,8.3509,28.0356,22.1016
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.8946,36.8492,17.667,9.6418,36.0482,15.9791,10.1551,36.1789,15.2413,11.2601,29.3002,20.967,NaN,NaN,NaN,13.5048,35.8945,19.9927,11.3823,37.1323,17.1911,10.4097,36.3067,14.5921,8.084,34.4552,13.2166,7.3695,34.5769,15.9698,9.661,35.4652,19.8737,5.7148,34.6618,19.5352,5.1542,30.4983,20.7446,1.9527,31.3942,20.5044,10.705,28.3107,22.3619,8.4003,28.1087,22.1103
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.9592,37.07,17.6,9.6333,36.4395,15.877,10.1229,36.6051,15.1264,11.3282,29.2849,20.9952,NaN,NaN,NaN,13.5795,36.0469,19.8985,11.4416,37.3327,17.1173,10.4206,36.6384,14.4244,7.9189,35.3001,12.9688,7.3001,35.0896,15.8388,9.6826,35.5261,19.7925,5.7379,34.802,19.5389,5.1752,30.5151,20.7925,2.0177,31.3131,20.5457,10.744,28.1967,22.3762,8.4615,28.069,22.1616
