Mf01R_X,Mf01R_Y,Mf01R_Z,Mf02R_X,Mf02R_Y,Mf02R_Z,Mf03R_X,Mf03R_Y,Mf03R_Z,Mi01R_X,Mi01R_Y,Mi01R_Z,Mi02R_X,Mi02R_Y,Mi02R_Z,Mi03R_X,Mi03R_Y,Mi03R_Z,Mi04R_X,Mi04R_Y,Mi04R_Z,Mi05R_X,Mi05R_Y,Mi05R_Z,Mi06R_X,Mi06R_Y,Mi06R_Z,Mi07R_X,Mi07R_Y,Mi07R_Z,Mi08R_X,Mi08R_Y,Mi08R_Z,Mi09R_X,Mi09R_Y,Mi09R_Z,Mo01R_X,Mo01R_Y,Mo01R_Z,Mo02R_X,Mo02R_Y,Mo02R_Z,Mo03R_X,Mo03R_Y,Mo03R_Z,shdR_X,shdR_Y,shdR_Z,elbR_X,elbR_Y,elbR_Z,wstR_X,wstR_Y,wstR_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,ip3R_X,ip3R_Y,ip3R_Z,t3R_X,t3R_Y,t3R_Z,t4R_X,t4R_Y,t4R_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,t5R_X,t5R_Y,t5R_Z,kneeR_X,kneeR_Y,kneeR_Z,ankR_X,ankR_Y,ankR_Z,str_X,str_Y,str_Z,lmb_X,lmb_Y,lmb_Z
22.8236,37.6966,26.2037,23.7432,37.7957,26.3981,23.2211,37.8712,26.8733,20.7906,37.6168,26.2766,18.7549,36.6996,25.6871,17.7237,35.7468,25.1944,19.9792,36.0067,23.6051,20.4446,36.6188,24.24,21.1715,37.0622,24.7481,23.7206,37.1679,24.648,23.4045,36.4944,23.6933,22.6514,35.8261,22.6635,28.8337,35.2643,23.7431,29.5332,33.2548,22.1843,30.3258,32.9334,22.5116,23.0755,36.8338,28.6266,21.4841,37.0843,25.4828,27.5842,37.2811,26.3709,29.4451,35.0841,24.1967,30.9981,33.0694,22.8298,31.4319,30.9995,19.8796,28.3696,32.5641,20.0136,25.4784,35.7318,23.4347,23.2833,34.5037,20.4867,17.2771,35.764,26.861,15.0889,33.8857,25.5724,22.4163,36.2127,29.7255,20.5304,35.2716,29.1279
22.8604,37.7601,26.2897,23.7646,37.8728,26.4963,23.2727,37.9457,26.9532,20.8533,37.6995,26.3515,18.7951,36.7618,25.7659,17.7728,35.8305,25.2704,20.0337,36.0779,23.7177,20.4952,36.6896,24.3441,21.2151,37.107,24.8397,23.7878,37.4517,24.8013,23.4584,36.5002,23.8674,22.7092,35.8303,22.8436,28.8623,35.2567,24.1039,29.5603,33.1195,22.6166,30.336,32.8284,22.9735,23.1039,37.0035,28.7052,21.5241,37.1615,25.5498,27.5851,37.4153,26.6086,29.4354,35.1362,24.578,30.9599,32.8353,23.2944,31.4326,30.626,20.4217,28.4389,32.4916,20.4267,25.5264,35.7743,23.6991,23.3716,34.393,20.7599,17.3466,35.8526,26.9298,15.1279,33.9821,25.6192,22.4834,36.2707,29.7976,20.5999,35.3436,29.2128
22.8935,37.8493,26.3759,23.7899,37.9571,26.5934,23.3132,38.0202,27.031,20.9105,37.7905,26.4378,18.8524,36.841,25.8491,17.8238,35.9399,25.351,20.086,36.1524,23.8353,20.5467,36.7789,24.4382,21.252,37.1614,24.9386,23.8254,37.5291,24.9529,23.5022,36.5522,24.0501,22.8083,36.108,23.0244,28.8793,35.3093,24.4473,29.6488,33.6011,23.032,30.3372,32.8252,23.4314,23.1926,37.0575,28.768,21.5638,37.2484,25.6228,27.572,37.559,26.8297,29.4234,35.1365,24.9256,30.9866,32.987,23.7553,31.4469,30.5019,20.985,28.4775,32.3779,20.9157,25.5709,35.8149,23.916,23.4518,34.3741,21.0206,17.4159,35.9439,26.9967,15.2008,34.1299,25.6854,22.5563,36.3755,29.8804,20.6729,35.4185,29.2979
22.9208,37.9381,26.4621,23.8075,38.0499,26.6868,23.3542,38.091,27.1121,20.9635,37.8627,26.518,18.9276,36.9301,25.9359,17.8763,36.048,25.4275,20.1339,36.2143,23.9592,20.5902,36.8677,24.5343,21.2823,37.2263,25.0533,23.8601,37.5962,25.0968,23.5512,36.6146,24.22,22.8595,36.13,23.2108,28.877,35.4,24.7932,29.6524,33.5697,23.4718,30.4232,33.2534,23.9029,23.3056,37.0212,28.8182,21.5944,37.3302,25.6936,27.5616,37.7277,27.0511,29.4344,35.2157,25.2658,30.9995,32.8748,24.2486,31.61,31.1432,21.612,NaN,NaN,NaN,25.5896,36.1583,24.1689,23.526,34.3502,21.3047,17.4967,36.0225,27.0688,15.2787,34.307,25.7675,22.6296,36.4894,29.9612,20.7481,35.5021,29.3862
22.9454,38.0376,26.5475,23.8283,38.1552,26.7764,23.3903,38.1647,27.1843,21.0221,37.9493,26.5984,18.9869,36.9985,26.0291,17.9176,36.1635,25.5098,20.1824,36.2999,24.0898,20.6288,36.9441,24.6425,21.3638,37.539,25.1491,23.8865,37.662,25.2623,23.6021,36.9044,24.3885,22.9011,36.1488,23.4051,28.8641,35.3866,25.1363,29.6354,33.5229,23.9062,30.4023,33.246,24.3591,23.3877,37.2106,28.9163,21.6245,37.4222,25.7691,27.5508,37.9046,27.2489,29.4325,35.2292,25.5723,30.9435,32.9753,24.7515,31.5984,30.987,22.1965,NaN,NaN,NaN,25.5983,36.1947,24.4232,23.5673,34.4213,21.557,17.5843,36.0965,27.1446,15.3083,34.4192,25.8179,22.701,36.5569,30.0396,20.8156,35.5806,29.4717
22.966,38.1447,26.6304,23.8481,38.2721,26.866,23.4264,38.2619,27.2586,21.0708,38.017,26.6765,19.0493,37.0699,26.1209,17.9712,36.2444,25.5934,20.231,36.3308,24.2203,20.6686,36.9931,24.7513,21.3901,37.7113,25.2533,23.9119,37.7376,25.4036,23.6316,36.9571,24.5523,22.9367,36.1707,23.6085,28.8433,35.4116,25.4499,29.5991,33.5039,24.3457,30.3637,33.2783,24.8133,23.4055,37.3275,29.0282,21.6613,37.5414,25.8524,27.5416,38.0881,27.4349,29.374,35.2949,25.9168,30.9098,32.9567,25.1883,31.5745,30.9539,22.7529,NaN,NaN,NaN,25.6284,36.3341,24.6285,23.6217,34.2771,21.8528,17.6676,36.1457,27.2184,15.3659,34.4722,25.8755,22.7744,36.5905,30.1103,20.8843,35.6577,29.557
22.9903,38.2443,26.7172,23.8611,38.3912,26.9558,23.4563,38.3512,27.3317,21.1226,38.1095,26.766,19.1117,37.1434,26.2091,18.0261,36.334,25.6845,20.2744,36.3768,24.3599,20.7138,37.077,24.8641,NaN,NaN,NaN,23.9309,37.803,25.5486,23.6673,37.0338,24.7275,22.9668,36.2479,23.8124,28.8006,35.5563,25.7921,29.558,33.5916,24.7631,30.3156,33.3141,25.2614,23.5011,37.4408,29.0697,21.6877,37.6539,25.9287,27.5294,38.2747,27.6163,29.3398,35.4028,26.2409,30.8549,32.9751,25.6141,31.5079,30.8063,23.2716,NaN,NaN,NaN,25.6311,36.3911,24.8528,23.6637,34.1404,22.0949,17.7484,36.2246,27.2969,15.4014,34.5817,25.967,22.8517,36.6848,30.194,20.9568,35.7309,29.6425
23.0064,38.3647,26.8078,23.877,38.5174,27.0466,23.493,38.4433,27.4136,21.1741,38.186,26.8553,19.1751,37.193,26.2981,18.0813,36.4217,25.7816,20.3163,36.4496,24.492,20.7512,37.1297,24.9862,NaN,NaN,NaN,23.9434,37.9258,25.6991,23.6858,37.0945,24.8977,22.9933,36.2923,24.02,28.763,35.5367,26.0856,29.5008,33.592,25.1809,30.2362,33.3455,25.705,23.6596,37.3986,29.0992,21.715,37.7587,26.004,27.5153,38.4575,27.7819,29.2982,35.434,26.5299,30.7927,33.0868,26.0825,31.3935,30.6119,23.7794,NaN,NaN,NaN,25.6263,36.5538,25.0709,23.682,34.17,22.4549,17.8252,36.3107,27.3753,15.448,34.8135,26.0551,22.9216,36.7539,30.2806,21.0375,35.8086,29.7227
23.0234,38.4851,26.9004,23.8897,38.6521,27.1432,23.5255,38.5395,27.4937,21.2261,38.2565,26.9396,19.2453,37.2664,26.3884,18.1423,36.5174,25.8743,20.3486,36.5371,24.6466,20.7959,37.1999,25.1003,NaN,NaN,NaN,23.9553,38.1173,25.8322,23.7131,37.2236,25.0641,23.0149,36.3499,24.2265,28.7104,35.7483,26.3937,29.4319,33.7804,25.579,30.1541,33.4106,26.1092,23.6157,37.4514,29.1788,21.7385,37.8591,26.0862,27.4974,38.6652,27.9382,29.2834,35.7037,26.8253,30.6819,33.1277,26.463,31.3633,30.8012,24.5118,NaN,NaN,NaN,25.627,36.6664,25.2797,23.696,34.1208,22.7194,17.9064,36.3924,27.4437,15.4724,34.9497,26.1071,22.9932,36.8169,30.3568,21.1027,35.8559,29.8009
23.0374,38.6016,26.999,23.9012,38.7936,27.2413,23.5609,38.6449,27.5773,21.2861,38.3391,27.0299,19.3222,37.3479,26.4963,18.2096,36.5961,25.9672,20.3916,36.608,24.7816,20.8308,37.2481,25.2354,NaN,NaN,NaN,23.9703,38.2991,25.9519,23.725,37.29,25.2283,23.0296,36.4523,24.4335,NaN,NaN,NaN,29.3464,33.8036,25.9519,30.0766,33.3994,26.4808,23.7199,37.5188,29.2819,21.7742,37.9418,26.1788,27.5257,39.0388,28.0939,29.2058,35.8562,27.0868,30.5667,33.3869,26.9527,31.2246,30.7854,25.0974,NaN,NaN,NaN,25.6177,36.7777,25.4764,23.7118,34.3185,22.9174,17.985,36.4765,27.5158,15.5303,35.0666,26.171,23.0627,36.8662,30.4372,21.1746,35.9322,29.886
23.0593,38.7132,27.0907,23.9083,38.9397,27.3446,23.5967,38.7495,27.6605,21.341,38.4268,27.1245,19.395,37.4251,26.5865,18.2726,36.6223,26.0719,20.4268,36.6553,24.9402,20.8697,37.3243,25.3591,NaN,NaN,NaN,23.9776,38.3395,26.09,23.738,37.366,25.3868,23.0385,36.4806,24.6451,NaN,NaN,NaN,29.2535,33.8813,26.3089,29.9516,33.6958,26.8974,23.8087,37.6416,29.3319,21.8072,38.0415,26.2729,27.5116,39.3789,28.2944,NaN,NaN,NaN,30.4855,33.5351,27.3398,31.0627,30.8414,25.5966,NaN,NaN,NaN,25.5998,36.95,25.6904,23.6644,34.2977,23.1934,18.063,36.5651,27.5846,15.5671,35.2589,26.2649,23.1327,36.9398,30.5207,21.2483,36.0041,29.9709
23.0693,38.8077,27.1847,23.9094,39.0793,27.4547,23.6268,38.839,27.7581,21.3929,38.4951,27.2216,19.4673,37.5399,26.6795,18.3421,36.6082,26.1715,20.4631,36.7369,25.0914,20.9048,37.4453,25.462,NaN,NaN,NaN,23.9907,38.4343,26.185,23.7495,37.4707,25.5351,23.0473,36.6499,24.8317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.8711,37.5905,29.3905,21.8423,38.0826,26.3713,27.4935,39.4432,28.3661,NaN,NaN,NaN,30.3219,33.7285,27.6594,30.8773,30.9432,26.048,NaN,NaN,NaN,25.5724,37.1163,25.8793,23.6176,34.5687,23.4963,18.1371,36.6494,27.6522,15.6126,35.48,26.3468,23.1983,37.0118,30.6158,21.3213,36.0755,30.0591
23.0843,38.8931,27.2794,23.906,39.228,27.5747,23.6414,39.0679,27.936,21.4512,38.5618,27.3225,19.529,37.6033,26.7641,18.4003,36.6608,26.2795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.9988,38.6621,26.2775,23.7546,37.6284,25.6823,23.0472,36.7284,25.0262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.9534,37.6864,29.4629,21.9026,38.0938,26.4791,27.4745,39.6996,28.4989,NaN,NaN,NaN,30.213,33.8222,27.9745,30.6481,31.0277,26.5417,NaN,NaN,NaN,25.5436,36.9163,26.1064,23.6172,34.7255,23.7132,18.2114,36.7288,27.724,15.6815,35.7374,26.4235,23.2722,37.0845,30.704,21.388,36.1534,30.1483
23.1008,39.0505,27.378,23.9031,39.3817,27.6917,NaN,NaN,NaN,21.4965,38.6205,27.4223,19.584,37.6533,26.8549,18.4724,36.8753,26.3889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0121,38.8055,26.378,23.755,37.7961,25.8053,23.0468,36.8652,25.1937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.073,37.888,29.5762,21.9291,38.4777,26.5724,27.46,39.9308,28.622,NaN,NaN,NaN,30.106,33.9265,28.2386,30.3836,31.1484,27.0236,NaN,NaN,NaN,25.499,37.5108,26.2558,NaN,NaN,NaN,18.2886,36.8155,27.7945,15.69,35.9262,26.4712,23.338,37.1407,30.7895,21.4487,36.1875,30.2328
23.0187,40.6504,27.5929,23.9021,39.5236,27.8093,NaN,NaN,NaN,21.5497,38.6733,27.528,19.6513,37.8906,26.9589,18.5335,36.9631,26.4881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0088,38.9998,26.4857,23.7591,37.9675,25.9094,23.0283,37.045,25.3835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.1095,37.8666,29.6599,21.9515,38.948,26.7589,27.4379,40.1293,28.7353,NaN,NaN,NaN,29.9714,34.0248,28.4867,NaN,NaN,NaN,NaN,NaN,NaN,25.4647,37.6507,26.4217,NaN,NaN,NaN,18.3644,36.9179,27.8641,15.7309,36.084,26.5374,23.4041,37.1975,30.8872,21.5121,36.2795,30.3311
NaN,NaN,NaN,23.9032,39.6336,27.9216,NaN,NaN,NaN,21.6011,38.7307,27.6422,19.7071,37.9832,27.067,18.5908,37.0582,26.5995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.012,39.1603,26.5813,NaN,NaN,NaN,23.0145,37.223,25.5228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.1747,37.7492,29.6665,21.9942,38.5984,26.7903,27.4162,40.3458,28.8542,NaN,NaN,NaN,29.8668,34.3755,28.7061,NaN,NaN,NaN,NaN,NaN,NaN,25.392,37.8751,26.6414,NaN,NaN,NaN,18.4369,37.0073,27.9353,15.7672,36.1599,26.5909,23.4698,37.2731,30.9792,21.578,36.2773,30.4198
NaN,NaN,NaN,23.8917,39.67,28.0293,NaN,NaN,NaN,21.6551,38.7853,27.7546,19.7651,38.0958,27.1686,18.6466,37.1708,26.7019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0129,39.3165,26.6823,NaN,NaN,NaN,22.9994,37.3571,25.6597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.25,37.901,29.7621,22.1195,39.1148,26.9499,27.3988,40.572,28.9547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3458,38.0652,26.772,NaN,NaN,NaN,18.5109,37.11,28.0007,15.8291,36.2884,26.6927,23.5367,37.3685,31.078,21.6672,36.375,30.5058
NaN,NaN,NaN,23.9426,40.0529,28.1386,NaN,NaN,NaN,21.7094,38.8283,27.8714,19.8285,38.168,27.2692,18.7005,37.2966,26.8086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.9968,39.5472,26.8002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.3206,37.9703,29.8495,22.0717,38.7258,27.012,27.3776,40.7496,29.0562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.297,38.3752,26.905,NaN,NaN,NaN,18.5855,37.2067,28.0675,15.8554,36.3893,26.7574,23.6107,37.4215,31.169,21.7269,36.4474,30.605
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.7667,38.8757,27.9901,19.8882,38.2429,27.3742,18.7526,37.3916,26.918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.9849,39.6324,26.9253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.3951,38.003,29.938,22.1215,38.8198,27.1389,27.3561,40.9779,29.1557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.6573,37.2884,28.1334,15.8989,36.4703,26.8087,23.6712,37.459,31.2758,21.7902,36.5183,30.6994
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.826,38.911,28.1073,19.9446,38.3252,27.498,18.7996,37.5174,27.0218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.4724,37.9832,29.984,22.1512,38.8503,27.2344,27.336,41.2127,29.2546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.7312,37.3778,28.2004,15.9967,36.5772,26.8782,23.7345,37.5556,31.3826,21.8533,36.5766,30.7972
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.8865,38.9347,28.2216,20.0035,38.4251,27.6109,18.8452,37.6363,27.1307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5421,38.0307,30.0859,22.1911,38.8965,27.3419,27.3151,41.3744,29.3485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.8089,37.4691,28.2751,16.0415,36.7154,26.9393,23.798,37.6468,31.4794,21.9124,36.6593,30.8948
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.947,38.9735,28.3382,20.0599,38.5021,27.722,18.8867,37.7551,27.2393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6214,38.1782,30.1608,22.2342,38.9579,27.4647,27.3,41.4941,29.4254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.883,37.5419,28.3458,16.0994,36.8705,27.0014,23.8683,37.7317,31.5823,21.9772,36.7102,30.9944
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.0063,39.0225,28.4588,20.1156,38.5741,27.8432,18.9264,37.8979,27.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7368,38.2269,30.2684,22.2899,38.8227,27.5767,27.2932,41.6509,29.5028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.9562,37.6099,28.416,16.1907,36.9971,27.091,23.9322,37.8335,31.6845,22.0205,36.8409,31.0891
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.0635,39.0627,28.5803,20.1609,38.4843,27.9595,18.964,38.0219,27.457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.7705,38.23,30.3549,22.3071,38.909,27.6841,27.2935,41.7928,29.5733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.0248,37.6857,28.4864,16.2512,37.1985,27.1923,23.9964,37.8998,31.7827,22.0811,36.9109,31.1917
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.1259,39.1024,28.7027,20.2144,38.5292,28.0864,19.0045,38.1369,27.5654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.8526,38.32,30.4489,22.3304,39.0506,27.8022,27.2998,41.9507,29.6429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.0977,37.7545,28.5571,16.3127,37.3417,27.2828,24.0655,37.9462,31.884,22.1414,36.9624,31.2872
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.1792,39.1249,28.8148,20.2687,38.6044,28.2124,19.0418,38.2656,27.6836,NaN,NaN,NaN,21.1612,38.9984,27.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9289,38.3945,30.5312,22.3811,38.9744,27.9181,27.3161,42.08,29.7022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.1643,37.7944,28.6241,16.3905,37.4387,27.345,24.1286,37.9663,31.9872,22.2039,37.018,31.3814
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.2372,39.1593,28.9306,20.3224,38.6686,28.3305,19.0645,38.2146,27.8063,NaN,NaN,NaN,21.1444,39.1325,27.4714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0343,38.3426,30.5979,22.4217,39.0157,28.0214,27.3513,42.1808,29.7462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.2536,37.8762,28.7095,16.4222,37.5404,27.412,24.2045,38.0655,32.0818,22.2582,37.0818,31.4807
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.2968,39.1862,29.0402,20.379,38.7257,28.4462,19.1057,38.3536,27.9248,NaN,NaN,NaN,21.1342,39.2385,27.6074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1416,38.4452,30.7401,22.463,39.126,28.141,27.3937,42.2842,29.787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.3217,37.9187,28.7843,16.491,37.7261,27.4849,24.2737,38.1441,32.1749,22.3177,37.1658,31.576
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.3595,39.2043,29.1457,20.4361,38.7742,28.5591,19.1418,38.4725,28.0453,NaN,NaN,NaN,21.1274,39.2566,27.7645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1445,38.4911,30.8223,22.5134,39.1918,28.2523,27.4538,42.3856,29.8056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.3938,37.9647,28.8677,16.559,37.7924,27.5459,24.3179,38.3867,32.301,22.3774,37.2187,31.6709
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.4293,39.2397,29.2514,20.4863,38.8248,28.6689,19.178,38.5749,28.1621,NaN,NaN,NaN,NaN,NaN,NaN,21.7882,39.8282,28.2208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2359,38.576,30.8886,22.5507,39.2611,28.3544,27.5179,42.4655,29.8123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4626,38.0171,28.9461,16.6296,37.924,27.6465,24.43,38.0961,32.3379,22.435,37.2674,31.773
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.4972,39.2677,29.3426,20.5324,38.8741,28.774,19.2162,38.665,28.2743,NaN,NaN,NaN,NaN,NaN,NaN,21.8024,39.8942,28.3547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3345,38.6322,30.9655,22.5934,39.3646,28.459,27.5879,42.5309,29.8122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5295,38.0621,29.0212,16.6769,37.9797,27.6997,24.4852,38.1404,32.4407,22.4914,37.34,31.8663
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.5689,39.3011,29.4254,20.5858,38.9316,28.8711,19.2662,38.7565,28.3962,NaN,NaN,NaN,NaN,NaN,NaN,21.8132,39.9733,28.466,NaN,NaN,NaN,NaN,NaN,NaN,22.2459,40.2204,27.8947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3775,38.6948,31.0721,22.6399,39.4534,28.5661,27.6699,42.5912,29.8023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5917,38.0982,29.1043,16.7638,38.065,27.7718,24.5359,38.3135,32.5396,22.548,37.4093,31.9613
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.6392,39.3507,29.5063,20.6402,38.9892,28.9739,19.3199,38.8278,28.4929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.2464,40.388,28.0247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.4473,38.6788,31.1622,22.685,39.5322,28.6625,27.7529,42.7034,29.7838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6602,38.141,29.1854,16.8062,38.1602,27.8304,24.5866,38.3801,32.6565,22.6042,37.4741,32.0622
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.705,39.41,29.5768,20.6985,39.0595,29.0733,19.3763,38.9162,28.5716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.2488,40.5885,28.1593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5077,38.7266,31.2473,22.7357,39.6335,28.7629,27.8361,42.7656,29.7533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7193,38.1726,29.2666,16.8655,38.2264,27.8687,24.6694,38.4841,32.717,22.6611,37.5456,32.1652
